Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Northrop Grumman (EMSC) - JFK POE USINS (USCIS Project),2006-09-30,2006-08-02,2006-08-02,"CBP/INS Terminal 4, JFK Int'l Airport IAT Bldg.  Jamaica, NY, 11430",Queens,,N/A,EMSC contract w USCIS expiring 9 30 06,8,9,9
Northrop Grumman (EMSC) - USCIS ASC Bronx Application Support Center,2006-09-30,2006-08-02,2006-08-02,"2378 Grand Concourse  Bronx, NY, 10458",Bronx,,N/A,EMSC contract w USCIS expiring 9 30 06,2,21,21
Northrop Grumman (EMSC) - USCIS ASC Brooklyn Application Support Center,2006-09-30,2006-08-02,2006-08-02,"227 Livingston Street  Brooklyn, NY, 11201",Kings,,N/A,EMSC contract w USCIS expiring 9 30 06,4,28,28
Northrop Grumman (EMSC) - USCIS ASC Hempstead Application Support Center,2006-09-30,2006-08-02,2006-08-02,"100 Main Street, Suite B  Hempstead, NY, 11550",Nassau,,N/A,EMSC contract w USCIS expiring 9 30 06,5,13,13
Northrop Grumman (EMSC) - USCIS ASC Jackson Heights  Application Support Center,2006-09-30,2006-08-02,2006-08-02,"63-05 Roosevelt Avenue  Woodside, NY, 11377",Queens,,N/A,EMSC contract w USCIS expiring 9 30 06,9,21,21
Northrop Grumman (EMSC) - USCIS ASC Manhattan Application Support Center,2006-09-30,2006-08-02,2006-08-02,"201 Varick Street, Suite 1023  New York, NY, 10014",New York,,N/A,EMSC contract w USCIS expiring 9 30 06,6,23,23
Northrop Grumman (EMSC) - USCIS ASC New Rochelle Application Support Center,2006-09-30,2006-08-02,2006-08-02,"246 North Avenue  New Rochelle, NY, 10801",Westchester,,N/A,EMSC contract w USCIS expiring 9 30 06,11,14,14
Northrop Grumman (EMSC) - USCIS ASC Queens/Jamaica Application Support Center,2006-09-30,2006-08-02,2006-08-02,"162-24 Jamaica Avenue  Jamaica, NY, 11550",Queens,,N/A,EMSC contract w USCIS expiring 9 30 06,10,23,23
Northrop Grumman (EMSC) - USCIS COLO Albany Application Support Center,2006-09-30,2006-08-02,2006-08-02,"1086 Troy-Schenectady Hwy  Latham, NY, 12110",Albany,,N/A,EMSC contract w USCIS expiring 9 30 06,1,4,4
Northrop Grumman (EMSC) - USCIS COLO Buffalo Application Support Center,2006-09-30,2006-08-02,2006-08-02,"130 Delaware Avenue  Buffalo, NY, 14202",Erie,,N/A,EMSC contract w USCIS expiring 9 30 06,3,5,5
Northrop Grumman (EMSC) - USCIS COLO Syracuse  Application Support Center,2006-09-30,2006-08-02,2006-08-02,"412 S. Warren Street  Syracuse, NY, 13202",Onondaga,,N/A,EMSC contract w USCIS expiring 9 30 06,7,5,5
"Omnicare, Inc.",2006-10-09,2006-08-10,2006-08-10,"73 County Highway 108  Middletown, NY, 10940",Orange,,N/A,Economic,10,80,80
Pembroke Travel Plaza,2006-10-01,2006-08-02,2006-08-02,"Mile Post 397 East, NYS Thruway I-90 East, 8319 Indian Falls Road  Corfu, NY, 14036",Genesee,,N/A,Expiration of contract with NYS Thruway Authority,2,74,74
"PLVTZ, LLC dba Levitz Furniture - Corporate Office",2006-12-22,2006-10-27,2006-10-27,"300 Crossways Park Drive  Woodbury, NY, 11797",Nassau,,N/A,Relocating Corporate Office to New York City,1,52,52
Scottsville Travel Plaza,2006-10-01,2006-08-02,2006-08-02,"Mile Post 366 East, NYS Thruway I-90 East  West Henrietta, NY, 14586",Monroe,,N/A,Expiration of contract with NYS Thruway Authority,3,75,75
"Sears, Roebuck and Co.",2007-02-15,2006-12-18,2006-12-18,"400 E. Fordham Rd.  Bronx, NY, 10458",Bronx,,N/A,Due to change in business circumstances,1,217,217
Seneca Travel Plaza,2006-10-01,2006-08-02,2006-08-02,"Mile Post 350 West, NYS Thruway I-90 West, 7029 Aldridge Road  Victor, NY, 14564",Ontario,,N/A,Expiration of contract with NYS Thruway Authority,4,69,69
Shearman & Sterling LLP,2007-01-19,2006-11-15,2006-11-15,"599 Lexington Avenue  New York, NY, 10022",New York,,N/A,Outsourcing certain document fax mail office,1,120,120
Sherwood Robomatics Machine Department,2006-12-08,2006-10-06,2006-10-06,"120 Church Street  Lockport, NY, 14094",Niagara,,N/A,Economic,4,51,51
Southampton Care Center,2006-11-09,2006-09-11,2006-09-11,"330 Meeting House Lane  Southampton, NY, 11968",Suffolk,,N/A,Economic,7,76,76
Sovereign Bank,2006-06-01,2006-07-06,2006-07-06,"1 Pierrepont Plaza  Brooklyn, NY, 11201",Kings,,N/A,Merger,1,99,99
Sovereign Bank,2006-06-01,2006-07-06,2006-07-06,"15 Beach Street  Staten Island, NY, 10312",Richmond,,N/A,Merger,3,78,78
Sovereign Bank,2006-06-01,2006-07-06,2006-07-06,"195 Montague Street  Brooklyn, NY, 11201",Kings,,N/A,Merger,2,134,134
TD Ameritrade,2006-01-31,2006-11-10,2006-11-10,"36-60 Main Street  Flushing, NY, 11354",Queens,,N/A,TD Waterhouse Group Inc sold to Ameritrade,6,1,1
TD Ameritrade,2006-01-31,2006-11-10,2006-11-10,"39 Broadway  New York, NY, 10006",New York,,N/A,TD Waterhouse Group Inc sold to Ameritrade,2,18,18
TD Ameritrade,2006-01-31,2006-11-10,2006-11-10,"99 Washington Avenue  Albany, NY, 12210",Albany,,N/A,TD Waterhouse Group Inc sold to Ameritrade,1,4,4
TD Ameritrade,2006-01-31,2006-11-10,2006-11-10,"100 Wall Street  New York, NY, 10005",New York,,N/A,TD Waterhouse Group Inc sold to Ameritrade,3,151,151
TD Ameritrade,2006-01-31,2006-11-10,2006-11-10,"125 Maiden Lane  New York, NY, 10038",New York,,N/A,TD Waterhouse Group Inc sold to Ameritrade,4,13,13
TD Ameritrade,2006-01-31,2006-11-10,2006-11-10,"185-187 Canal Street  New York, NY, 10013",New York,,N/A,TD Waterhouse Group Inc sold to Ameritrade,5,2,2
The Mark Hotel,2006-12-31,2006-10-30,2006-10-30,"25 East 77th Street  New York, NY, 10021",New York,,N/A,Closing for renovation,1,235,235
Time Inc. (TEEN PEOPLE Magazine),2006-07-25,2006-07-31,2006-07-31,"1271 Avenue of the Americas  New York, NY, ",New York,,N/A,Economic,13,66,66
Tower Records,2006-12-31,2006-11-02,2006-11-02,"1961 Broadway  New York, NY, 10023",New York,,N/A,Company filed Chapter 11 bankruptcy,1,100,100
"TransUnion Settlement Solutions, Inc.",2007-01-31,2006-11-28,2006-11-28,"348 Harris Hill Road  Buffalo, NY, 14221",Erie,,N/A,Due to business conditions,1,97,97
"Uniflex Holdings, Inc. (Uniflex)",2007-02-12,2006-12-19,2006-12-19,"383 West John Street  Hicksville, NY, 11802",Nassau,,N/A,Company merger closing manufacturing plants,1,11,11
"Uniflex Holdings, Inc. (Uniflex)",2007-02-12,2006-12-19,2006-12-19,"474 Grand Boulevard  Westbury, NY, 11590",Nassau,,N/A,Company merger closing manufacturing plants,2,135,135
"Ward Products, LLC",2006-12-29,2006-10-26,2006-10-26,"61 Edson Street and 6 Sam Stratton Road  Amsterdam, NY, 12010",Montgomery,,N/A,Economic,2,52,52
Washington Mutual,2006-09-15,2006-07-28,2006-07-28,"1707-08 Veterans Highway  Islandia, NY, 11749",Suffolk,,N/A,Company restructuring,1,50,50
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"281 Phelps Lane  Babylon, NY, 11703",Suffolk,,N/A,Sale,5,15,15
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"All Island Transfer Station (Brookhaven) - 82A Old Dock Road  Yaphank, NY, 11980",Suffolk,,N/A,Sale,6,8,8
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"Glen Cove Transfer Station - 100 Morris Avenue  Glen Cove, NY, 11542",Nassau,,N/A,Sale,1,9,9
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"Islip Residential - 325 Ellsworth Street  Holbrook, NY, 11741",Suffolk,,N/A,Sale,7,39,39
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"Long Island Hauling - 1198 Prospect Avenue  Westbury, NY, 11590",Nassau,,N/A,Sale,2,49,49
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"North Hempstead Transfer Station - 999 West Shore Road  Port Washington, NY, 11050",Nassau,,N/A,Sale,3,7,7
"Waste Management of New York, LLC (Long Island Division)",2006-12-31,2006-12-05,2006-12-05,"Oyster Bay Transfer Station - 101 Sweet Hollow Rd.  Old Bethpage, NY, 11804",Nassau,,N/A,Sale,4,5,5
"X-Rite, dba GretagMacBeth LLC",2006-10-01,2006-08-01,2006-08-01,"617 Little Britain Road  New Windsor, NY, 12553",Orange,,N/A,Shutting down location due to acquisition,1,60,60
