Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
BH S & B Holdings LLC (acquired certain assets of Steve & Barry's),,2008-12-02,2008-12-02,"901 Avenue of the Americas  New York, NY, 10001",New York,,N/A,Economic,30,92,92
"Blue Man Productions, Inc.",2009-01-13,2008-11-19,2008-11-19,"599 Broadway, 5th Floor  New York, NY, 10012",New York,,N/A,Economic,41,46,46
"Boscov's Department Store, LLC",2008-05-16,2008-02-26,2008-02-26,"75 West Route 59  Nanuet, NY, ",Rockland,,N/A,Redevelopment of Nanuet Mall,1,122,122
"Callaway Golf Ball Operations, Inc.",2008-07-31,2008-05-29,2008-05-29,"133 Corporate Drive  Johnstown, NY, 12095",Genesee,,N/A,Moving production to Chicopee MA and China plants,1,118,118
"Capital Group Partners, Inc. dba Rapid Solutions Group",2008-07-09,2008-05-08,2008-05-08,"525 Broadhollow Road  Melville, NY, 11747",Suffolk,,N/A,Economic,90,85,85
"Cardinal Health 200, Inc., a wholly owned subsidiary of Cardinal Health, Inc. (together Cardinal Health)",2008-04-30,2008-03-03,2008-03-03,"500 Neelytown Road  Montgomery, NY, 12549",Orange,,N/A,Outsourcing to Penske Logistics,1,60,60
"Carrier Industries, Inc.",2008-09-14,2008-07-16,2008-07-16,"100 Merritt Boulevard  Fishkill, NY, 12524",Dutchess,,N/A,Loss of Contract with The Gap,1,89,89
Catherine McAuley Catholic-Diocese of Rochester,2008-06-30,2008-05-01,2008-05-01,"64 Maiden Lane  Rochester, NY, 14616",Monroe,,N/A,Low Enrollment,2,20,20
CBS Studios Inc. - The Montel Williams Show,2008-04-11,2008-02-01,2008-02-01,"433 West 53rd Street and 423 West 55th Street  New York, NY, 10019",New York,,N/A,FOX s stations not renewing 2008 09 season,1,74,74
ChemRX (a co-employer with StaffPro),2009-01-30,2008-12-01,2008-12-01,"790 Park Place  Long Beach, NY, 11561",Suffolk,,N/A,Economic Delivery functions being outsourced,1,71,71
Citigroup Inc. and its NY Subsidiaries,2009-03-03,2008-12-29,2008-12-29,"Various locations in NYC  New York, NY, ",New York,,N/A,Economic,6,"1,004","1,004"
"City and Suburban Delivery Systems, Inc.",2009-01-04,2008-11-07,2008-11-07,"64 Nardozzi Place  New Rochelle, NY, 10805",Westchester,,N/A,Economic,53,101,101
"City and Suburban Delivery Systems, Inc.",2009-01-04,2008-11-07,2008-11-07,"1111 Marcus Avenue  Ste. M 21  New Hyde Park, NY, 11042",Nassau,,N/A,Economic,47,340,340
"City and Suburban Delivery Systems, Inc.",2009-01-04,2008-11-07,2008-11-07,"1818 Pacific Street  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,52,30,30
Coca-Cola Enterprises Inc.,,2008-10-31,2008-10-31,"7 Water Avenue  Binghamton, NY, 13901",Broome,,N/A,Economic,54,62,62
Complementary Coatings Corp. d/b/a/ Insl-x,2008-10-31,2008-08-26,2008-08-26,"50 Holt Drive  Stony Point, NY, 10980",Rockland,,N/A,Economic,70,57,57
Computer Science Services CSC,2009-01-30,2008-11-25,2008-11-25,"329 & 331 Columbia Turnpike  Rensselaer, NY, 12144",Rensselaer,,N/A,Economic Loss of Contract Medicare Part D,1,98,98
Continental Automotive Systems Division (owned by Temic Automotive of North America),2008-06-13,2008-04-09,2008-04-09,"611 Jamison Road  Elma, NY, 14059",Erie,,N/A,Adverse business conditions,1,350,350
Corpus Christi-Diocese of Rochester,2008-06-30,2008-05-01,2008-05-01,"546 Oxford Street  Rochester, NY, 14607",Monroe,,N/A,Low Enrollment,3,29,29
Credit Suisse Securities (USA) LLC,2008-12-01,2008-12-16,2008-12-16,"11 Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,1,759,759
Credit Suisse Securities (USA) LLC,2008-10-27,2008-10-30,2008-10-30,"11 Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,2,191,191
Credit Suisse Securities (USA) LLC,2008-04-01,2008-04-24,2008-04-24,"11 Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,3,210,210
Delavan Industries Inc.,2008-01-20,2008-11-24,2008-11-24,"199 Lien Rd.  West Seneca, NY, 14225",Erie,,N/A,Economic,35,91,91
Delavan Industries Inc.,2008-01-20,2008-11-24,2008-11-24,"250 Lake Avenue  Blasdell, NY, 14219",Erie,,N/A,Economic,36,6,6
DHL Express,,2008-11-25,2008-11-25,"6601 Kirkville Road  East Syracuse, NY, 13057",Onondaga,,N/A,Economic,34,115,115
"DHL Express (USA), Inc.",2009-01-23,2008-12-05,2008-12-05,"30-30 60th St  Woodside, NY, ",Queens,,N/A,Consolidation and loss of revenue,10,50,50
"DHL Express (USA), Inc.",,2008-12-05,2008-12-05,"33 East 33rd St  New York, NY, ",New York,,N/A,Consolidation and loss of revenue,6,75,75
"DHL Express (USA), Inc.",2009-01-23,2008-12-05,2008-12-05,"55 Marcus Drive  Melville, NY, ",Suffolk,,N/A,Consolidation and loss of revenue,12,30,30
"DHL Express (USA), Inc.",,2008-12-05,2008-12-05,"201 Ridgewood Drive  Elmsford, NY, ",Westchester,,N/A,Consolidation and loss of revenue,14,50,50
"DHL Express (USA), Inc.",,2008-12-05,2008-12-05,"321  West 44th St  New York, NY, ",New York,,N/A,Consolidation and loss of revenue,7,75,75
"DHL Express (USA), Inc.",,2008-12-05,2008-12-05,"475  Doughty Road  Inwood, NY, ",Kings,,N/A,Consolidation and loss of revenue,4,120,120
"DHL Express (USA), Inc.",2009-01-23,2008-12-05,2008-12-05,"500 10th Avenue  New York, NY, ",New York,,N/A,Consolidation and loss of revenue,8,100,100
"DHL Express (USA), Inc.",2009-01-23,2008-12-08,2008-12-08,"505 Duke Road  Buffalo, NY, ",Erie,,N/A,Consolidation and loss of revenue,1,17,17
"DHL Express (USA), Inc.",2009-01-23,2008-12-08,2008-12-08,"650 Airport Way  Rochester, NY, ",Monroe,,N/A,Consolidation and loss of revenue,2,10,10
"DHL Express (USA), Inc.",2009-01-23,2008-12-05,2008-12-05,"1900 Corporate Blvd  Newburgh, NY, 12550",Orange,,N/A,Consolidation and loss of revenue,9,30,30
"DHL Express (USA), Inc.",,2008-12-05,2008-12-05,"2070 5th Avenue  Ronkonkoma, NY, ",Suffolk,,N/A,Consolidation and loss of revenue,13,60,60
"DHL Express (USA), Inc.",,2008-12-05,2008-12-05,"5101 1st Avenue  Brooklyn, NY, ",Kings,,N/A,Consolidation and loss of revenue,5,40,40
"DHL Express (USA), Inc.",2009-01-23,2008-12-08,2008-12-08,"6800 Northern Boulevard  East Syracuse, NY, ",Onondaga,,N/A,Consolidation and loss of revenue,3,25,25
"DHL Express (USA), Inc.",2009-01-23,2008-12-05,2008-12-05,"JFK Cargo Area 3 Bldg 263 JFK Airport  Jamaica, NY, ",Queens,,N/A,Consolidation and loss of revenue,11,100,100
EmblemHealth Services Company LLC (Medicare Part B Operation),2008-07-18,2008-05-21,2008-05-21,"25 Broadway  New York, NY, 10004",New York,,N/A,Contract Loss,1,93,93
EmblemHealth Services Company LLC (Medicare Part B Operation),2008-07-18,2008-05-21,2008-05-21,"441 Ninth Avenue  New York, NY, 10001",New York,,N/A,Contract Loss,2,11,11
"Evelyn Hill, Inc.",,2008-09-09,2008-09-09,"Statue of Liberty National Monument Liberty Island  New York, NY, 10004",New York,,N/A,Possible Contract Loss,1,150,150
Federal Reserve Bank of New York,2008-03-28,2008-01-23,2008-01-23,"120 Airline Street  Oriskany, NY, 13424",Oneida,,N/A,Due to dramatic irreversible changes in check,1,128,128
Filene's Basement,2008-08-30,2008-07-01,2008-07-01,"7 Mamaroneck Avenue/13 City Place  White Plains, NY, 10601",Westchester,,N/A,Lease Violation,1,75,75
Financial Guaranty Insurance Company,2008-12-17,2008-10-21,2008-10-21,"125 Park Avenue  New York, NY, 10017",New York,,N/A,Economic,57,56,56
"First Student, Inc.",2008-06-30,2008-05-06,2008-05-06,"5 Main Street  Pine Bush, NY, ",Orange,,N/A,Loss of Orange Co Dept of Health contract,1,110,110
First Transit,,2008-12-31,2008-12-31,"456 Cornell Road  Nichols, NY, 13812",Tioga,,N/A,Loss of contract,1,8,8
Gate Gourmet Inc,,2008-10-23,2008-10-23,"39-29 Honeywell Street  Long Island, NY, 11101",Queens,,N/A,Lost Commissary contract,1,46,46
Gate Gourmet Inc Amtrak Commissary at Penn Station,,2008-10-23,2008-10-23,"West 31st St & 7th Avenue  New York, NY, 10001",Queens,,N/A,Lost Commissary contract,2,36,36
GE Capital Corporation/CitiCapital,2008-10-17,2008-10-14,2008-10-14,"450 Mamaroneck Avenue  Harrison, NY, 10528",Westchester,,N/A,CitiCapital Loss of Lease,1,54,54
"Gelmart Industries, Inc.",2008-06-03,2008-04-08,2008-04-08,"20-07 127th Street  College Point, NY, 11356",New York,,N/A,Outsourcing distribution of products,1,50,50
"Goldman, Sachs & Co.",2009-03-10,2008-12-11,2008-12-11,"32 Old Slip  New York, NY, ",New York,,N/A,Economic,17,,
"Goldman, Sachs & Co.",2008-11-07,2008-11-07,2008-11-07,"32 Old Slip  New York, NY, ",New York,,N/A,Economic,48,,
"Goldman, Sachs & Co.",2009-03-10,2008-12-11,2008-12-11,"85 Broad Street  New York, NY, 10004",New York,,N/A,Economic,18,200,200
"Goldman, Sachs & Co.",2008-11-07,2008-11-07,2008-11-07,"85 Broad Street  New York, NY, 10004",New York,,N/A,Economic,49,700,700
"Goldman, Sachs & Co.",2008-11-07,2008-11-07,2008-11-07,"120 Broadway  New York, NY, 10005",New York,,N/A,Economic,50,,
"Goldman, Sachs & Co.",2009-03-10,2008-12-11,2008-12-11,"180 Maiden Lane  New York, NY, 10004",New York,,N/A,Economic,19,,
"Goldman, Sachs & Co.",2009-03-10,2008-12-11,2008-12-11,"One New York Plaza  FL Conc 7  New York, NY, 10004",New York,,N/A,Economic,20,,
"Goldman, Sachs & Co.",2008-11-07,2008-11-07,2008-11-07,"One New York Plaza  FL Conc 7  New York, NY, 10004",New York,,N/A,Economic,51,,
Good Shepherd-Diocese of Rochester,2008-06-30,2008-05-01,2008-05-01,"3288 E Henrietta Road  Henrietta, NY, 14467",Monroe,,N/A,Low Enrollment,4,31,31
"Halmode Apparel, a division of Kellwood",2008-07-04,2008-04-02,2008-04-02,"1400 Broadway 11th Floor  New York, NY, 10018",New York,,N/A,Economic,100,99,99
"Harry M. Stevens, LLC doing business as ARAMARK Sports and Entertainment",2008-04-03,2008-03-04,2008-03-04,"Nassau Coliseum, 1255 Hempstead Turnpike  Uniondale, NY, 11553",Nassau,,N/A,Contract expiration FMG successor company,1,303,303
Heller Ehrman LLP,2008-11-28,2008-09-29,2008-09-29,"Time Square Tower 7 Times Square  New York, NY, 10036",New York,,N/A,Economic,62,148,148
Henkel Corporation,2008-05-12,2008-03-12,2008-03-12,"211 Franklin Street  Olean, NY, 14760",Cattaraugus,,N/A,Economic,101,51,51
Holy Cross-Diocese of Rochester,2008-06-30,2008-05-01,2008-05-01,"4488 Lake Avenue  Rochester, NY, 14612",Monroe,,N/A,Low Enrollment,5,28,28
Holy Family-Diocese of Rochester,2008-06-30,2008-05-01,2008-05-01,"899 Jay Street  Rochester, NY, 14611",Monroe,,N/A,Low Enrollment,6,42,42
Holy Trinity-Diocese of Rochester,2008-06-30,2008-05-01,2008-05-01,"1456 Ridge Road  Webster, NY, 14580",Monroe,,N/A,Low Enrollment,7,30,30
Honeywell International/Scanning and Mobility,2008-11-21,2008-09-23,2008-09-23,"700 Visions Drive  Skaneateles Falls, NY, 13153",Onondaga,,N/A,Economic,67,300,300
HSBC Mortgage Corporation (USA),2008-01-18,2008-11-19,2008-11-19,"2929 Walden Avenue  Depew, NY, 14043",Erie,,N/A,Economic,39,225,225
Hussmann Corporation,,2008-12-09,2008-12-09,"140 East State Street  Gloversville, NY, 12078",Genesee,,N/A,Economic,22,92,92
"IFMG Securities, Inc.",2008-03-04,2008-01-03,2008-01-03,"100 Manhattanville Road  Purchase, NY, 10577",Westchester,,N/A,Acquired by LPL Financial,1,170,170
Indymac Bank,2008-09-07,2008-07-18,2008-07-18,"622 Third Avenue Fl 38  New York, NY, 10017",New York,,N/A,Plant restructuring,1,50,50
"Interep National Radio Sales, Inc.",2008-10-27,2008-10-27,2008-10-27,"100 Park Avenue 5th Floor  New York, NY, 10017",New York,,N/A,Economic,56,104,104
"Interpharm, Inc.",2008-01-29,2008-01-30,2008-01-30,"50 Horseblock Road  Yaphank, NY, 11719",Suffolk,,N/A,Economic,113,,
"Interpharm, Inc.",2008-01-29,2008-01-30,2008-01-30,"75 and 85 Adams Avenue  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,114,79,79
IPRO,2008-08-01,2008-06-09,2008-06-09,"1979 Marcus Avenue  Lake Success, NY, 11042",Nassau,,N/A,Possible contract loss,1,139,139
IWCO Direct,2008-06-24,2008-06-30,2008-06-30,"70 Marcus Drive  Melville, NY, 11747",Suffolk,,N/A,Consolidating Offices,1,214,214
J & W Seligman,2009-01-09,2008-11-06,2008-11-06,"100 Park Avenue  New York, NY, 10017",New York,,N/A,Company Sale to Ameriprise Financial,1,113,113
Jamestown Container Companies,2009-01-09,2008-12-05,2008-12-05,"85 Grand Street  Lockport, NY, 14074",Niagara,,N/A,Economic,27,39,39
Jarden Plastic Solutions,2008-05-18,2008-03-17,2008-03-17,"100 Demars Boulevard  Tupper Lake, NY, 12986",Franklin,,N/A,Economic offshore competition,1,68,68
JP Morgan Chase (Bear Stearns),2008-07-29,2008-06-02,2008-06-02,"383 Madison Avenue  New York, NY, ",New York,,N/A,Economic merger with Bear Stearns,1,,
JP Morgan Chase & Co. (Treasury and Security Services),2008-10-31,2008-08-29,2008-08-29,"5801 East Taft Road, Floor 01  Syracuse, NY, 13212",Onondaga,,N/A,Treasury Security Services will be relocated,1,71,71
JP Morgan Chase Co.,2009-01-31,2008-12-08,2008-12-08,"270 Park Avenue 37th Floor  New York, NY, 10017",New York,,N/A,Economic,23,500,500
Kaz Incorporated,2008-11-01,2008-09-24,2008-09-24,"One Vapor Trail  Hudson, NY, 12534",Columbia,,N/A,Economic,66,337,337
Kmart Corporation  Store #3436,2008-10-26,2008-08-22,2008-08-22,"999 E. Ridge Road  Rochester, NY, 14621",Monroe,,N/A,Economic,71,46,46
L.B. Furniture Industries LLC.,2008-05-30,2008-05-20,2008-05-20,"99 S. 3rd Street  Hudson, NY, 12534",Columbia,,N/A,Economic 63290,1,99,99
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"50 Broadway  New York, NY, ",New York,,N/A,Economic,102,,
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"85 10th Avenue  New York, NY, ",New York,,N/A,Economic,103,,
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"399 Park Avenue  New York, NY, ",New York,,N/A,Economic,104,,
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"605 Third Avenue  New York, NY, ",New York,,N/A,Economic,105,,
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"745 Seventh Avenue  New York, NY, ",New York,,N/A,Economic,106,,
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"1271 Avenue of the Americas  New York, NY, ",New York,,N/A,Economic,107,600,600
Lehman Brothers Inc.,2008-05-10,2008-03-12,2008-03-12,"1301 Avenue of the Americas  New York, NY, ",New York,,N/A,Economic,108,,
Liberty Mutual,2008-11-24,2008-09-25,2008-09-25,"251 Salina Meadows Parkway Suite 260  Syracuse, NY, 13212",Onondaga,,N/A,Economic,65,51,51
Manpower Inc. (IBM),2008-04-29,2008-05-06,2008-05-06,"22 IBM Rd., Suite 208  Poughkeepsie, NY, 12601",Dutchess,,N/A,Sudden unforeseen request by IBM to end assign,1,100,100
Manpower Inc. (IBM),2009-01-05,2008-12-24,2008-12-24,"2455 South Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,IBM s decision to eliminate Manpower assignments,1,135,135
"MedUS Services, LLC (HealthNow New York Inc.)",2008-08-29,2008-06-30,2008-06-30,"33 Lewis Road, P.O. Box 5200  Binghamton, NY, 13902",Broome,,N/A,New government contract modernization of Medicare,1,45,45
Merrill Lynch,2008-06-27,2008-05-02,2008-05-02,"2 World Financial Center  New York, NY, 10281",New York,,N/A,Economic,91,,
Merrill Lynch,2008-06-27,2008-05-02,2008-05-02,"4 World Financial Center, 31st Fl  New York, NY, 10080",New York,,N/A,Economic,92,500,500
Merrill Lynch,2008-06-27,2008-05-02,2008-05-02,"10 Teleport Drive  New York, NY, 10080",New York,,N/A,Economic,93,,
Merrill Lynch,2008-06-27,2008-05-02,2008-05-02,"222 Broadway  New York, NY, 10080",New York,,N/A,Economic,94,,
Metro One,2008-03-07,2008-01-07,2008-01-07,"100 Engineers Road  Hauppauge, NY, ",Suffolk,,N/A,Economic,116,172,172
Metropolitan Jewish Geriatric Center Adult Home Care,2008-12-31,2008-10-30,2008-10-30,"6405 Seventh Avenue  Brooklyn, NY, 11220",Kings,,N/A,Economic,55,220,220
"Microdyne Outsourcing, Inc.",2009-01-09,2008-11-10,2008-11-10,"265 Industrial Park Drive  Binghamton, NY, 13904",Broome,,N/A,Economic,46,91,91
Morgan Stanley,2008-11-01,2008-12-08,2008-12-08,"750 Seventh Avenue 30th Floor  New York, NY, 10019",New York,,N/A,Economic,24,590,590
National Gypsum-Wallboard Division,,2008-11-21,2008-11-21,"Riverside Avenue Extension  East Greenbush, NY, 12061",Rensselaer,,N/A,Economic,37,71,71
National Wholesale Liquidators,2008-11-28,2008-11-13,2008-11-13,"111 Hempstead Turnpike (Headquarters)  West Hempstead, NY, 11552",Suffolk,,N/A,Economic,43,316,316
"New England Laminates Co., Inc. NELCO (subsidiary of Park Electrochemical Corp.)",2009-01-09,2008-12-08,2008-12-08,"40 Governor Drive  Newburgh, NY, 12550",Orange,,N/A,Economic,25,77,77
New Line Cinema Corporation,2008-06-27,2008-04-28,2008-04-28,"597 Fifth Avenue  New York, NY, 10017",New York,,N/A,Business Restructure,1,0,0
New Line Cinema Corporation,2008-06-27,2008-04-28,2008-04-28,"888 Seventh Avenue #20  New York, NY, 10106",New York,,N/A,Business Restructure,2,175,175
New York City Off Track Betting Corporation,2008-06-16,2008-04-15,2008-04-15,"1501 Broadway  New York, NY, 10036",New York,,N/A,Distribution of revenues insufficient funds,1,"1,111","1,111"
NXP Semiconductors,2009-01-09,2008-11-12,2008-11-12,"Hudson Valley Research Park, 2070 Rt 52, PO Bx 1279  Hopewell Junction, NY, 12533",Dutchess,,N/A,Economic,45,512,512
"Ocean Logistics LLC (subsidiary of C&S Wholesale Grocers, Inc.)",2008-03-29,2008-01-30,2008-01-30,"199 Lowell Avenue  Central Islip, NY, ",Suffolk,,N/A,Economic,115,251,251
"Olympus Surgical & Industrial America, Inc. (OSIA)",2008-10-31,2008-08-01,2008-08-01,"One Corporate Drive  Orangeburg, NY, 10962",Rockland,,N/A,Improve Efficiency centralize operations,1,150,150
Oswego Wire Inc.,2008-09-15,2008-09-17,2008-09-17,"One Wire Drive  Oswego, NY, 13126",Oswego,,N/A,Economic,68,53,53
Par Pharmaceutical,2009-05-29,2008-10-17,2008-10-17,"30 Dunnigan Drive   Suffern, NY, 10901",Rockland,,N/A,Economic,60,5,5
Par Pharmaceutical,2008-12-15,2008-10-17,2008-10-17,"One Ram Ridge  Spring Valley, NY, 10977",Rockland,,N/A,Economic,61,118,118
Paramount Pictures,2008-09-22,2008-07-24,2008-07-24,"1633 Broadway  New York, NY, 10019",New York,,N/A,Economic Reorganization,1,2,2
PELCO,2008-04-08,2008-02-11,2008-02-11,"10 Corporate Drive  Orangeburg, NY, 10962",Rockland,,N/A,Restructuring related to an acquisition of Pelco,1,80,80
"Penguin Supermarkets, Inc. (Key Food)",2008-06-24,2008-05-01,2008-05-01,"9408 Third Avenue  Brooklyn, NY, 11209",Kings,,N/A,Chain drugstore to replace supermarket,1,80,80
"Penny Curtiss Baking Co., Inc. a wholly owned subsidiary of Penn Traffic Company",2008-01-02,2008-01-04,2008-01-04,"1810 Lemoyne Avenue  Syracuse, NY, ",Onondaga,,N/A,Economic,117,174,174
Plug Power,2009-01-09,2008-12-18,2008-12-18,"968 Albany Shaker Road  Latham, NY, 12110",Albany,,N/A,Economic,10,68,68
"Portola Packaging, Inc.",2008-07-20,2008-05-22,2008-05-22,"602 Northway 10 Industrial Park  Clifton Park, NY, 12065",Saratoga,,N/A,Economic,88,78,78
"Proctor and Gamble Pharmaceuticals, Inc.",2009-01-01,2008-12-15,2008-12-15,"147 State Highway 320  Norwich, NY, 13815",Chenango,,N/A,Economic,14,94,94
R. T. Vanderbilt Company Inc. (Gouverneur Talc Division),2008-12-31,2008-10-30,2008-10-30,"1837 State Highway 812  Gouverneur, NY, 13642",St Lawrence,,N/A,Discontinuing talc production foreign competition,1,17,17
Radian Asset Assurance Inc.,2008-07-02,2008-07-01,2008-07-01,"335 Madison Avenue  New York, NY, 10017",New York,,N/A,Economic,85,50,50
Ramada Plaza Hotel JFK,2008-10-31,2008-09-02,2008-09-02,"144 JFK Airport  Jamaica, NY, 11430",Queens,,N/A,Loss of Lease,1,202,202
Republic Airways Buffalo Base Chautauqua Airlines,2008-09-10,2008-07-16,2008-07-16,"Buffalo Niagara Intn'l Airport 4200 Genesee St  Buffalo, NY, 14225",Erie,,N/A,Economic,76,,
Republic Airways LaGuardia Base U.S. Airways Express,2008-09-10,2008-07-16,2008-07-16,"U.S. Airways Terminal Room 1214  Flushing, NY, 11371",Queens,,N/A,Economic,77,3,3
RJR Paratransit Corp.,,2008-10-31,2008-10-31,"1855 Hylan Boulevard  Staten Island, NY, 10305",Richmond,,N/A,Loss of Contract,1,200,200
Roadway Express - Garden City NY (Parent co. YRC Worldwide),2009-03-01,2008-12-30,2008-12-30,"140 Gordon Drive  Syosset, NY, 11791",Nassau,,N/A,Economic,3,36,36
Roadway Express - Syracuse NY,2009-03-01,2008-12-30,2008-12-30,"151 Falso Drive  Syracuse, NY, 13211",Onondaga,,N/A,Economic,4,39,39
Roadway Express (Parent co. YRC Worldwide),2009-03-01,2008-12-30,2008-12-30,"90 Ransier Road  West Seneca, NY, 14224",Erie,,N/A,Economic,1,338,338
"Robeco Investment Management, Inc.",2008-02-28,2008-02-28,2008-02-28,"909 Third Avenue  New York, NY, 10022",New York,,N/A,Economic,110,115,115
Rochester Gas & Electric (RG&E) Russell Station,2008-07-31,2008-05-20,2008-05-20,"1101 Beach Avenue  Rochester, NY, 14612",Monroe,,N/A,Economic,89,108,108
