Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"AmeriGas Propane, Inc.",2013-08-01,2013-07-26,2013-07-26,"271 Merritt Avenue  Wyandanch, NY, 11798",Suffolk,,N/A,Economic,91,14,14
"AmeriGas Propane, Inc.",2013-08-01,2013-07-26,2013-07-26,"624 Portion Road  Lake Ronkonkoma, NY, ",Suffolk,,N/A,Economic,92,4,4
"AmeriGas Propane, Inc.",2013-08-01,2013-07-26,2013-07-26,"915 W. Main Street  Riverhead, NY, 11901",Suffolk,,N/A,Economic,93,9,9
Anchor Tank Lines LLC,,2013-04-11,2013-04-11,"19-01 Steinway Street  Astoria, NY, 11105",Queens,,N/A,Economic,140,67,67
Anchor Tank Lines LLC,,2013-04-11,2013-04-11,"1196 River Road  Newburgh, NY, 12550",Orange,,N/A,Economic,139,3,3
Anchor Tank Lines LLC,,2013-04-11,2013-04-11,"1247 Howells Road  Bay Shore, NY, 11706",Suffolk,,N/A,Economic,141,6,6
ARAMARK Business Dining Services,,2013-04-19,2013-04-19,"JPMC Midtown/Downtown AV, 270 Park Avenue  New York, NY, 10017",New York,,N/A,Loss of Contract,3,49,49
Art Stone,,2013-04-01,2013-04-01,"1795 Express Drive North, Box 2505  Smithtown, NY, 11787",Suffolk,,N/A,Economic,145,36,36
Artio Global Investors,,2013-05-20,2013-05-20,"330 Madison Avenue  New York, NY, 10017",New York,,N/A,Aberdeen Asset Management PLC acquisition,1,94,94
AsteelFlash US East Corporation,2014-01-17,2013-10-18,2013-10-18,"941 State Route 38  Owego, NY, 13827",Tioga,,N/A,Economic,50,34,34
"Atlantic & Pacific Grill Associates, L.L.C. c/o Fourth Wall Restaurants, LLC (Park Avenue Café)",,2013-10-07,2013-10-07,"100 East 63rd Street  New York, NY, 10021",New York,,N/A,Economic,57,135,135
Atlantic Express Transportation Corp & Merit Transportation Corp.,,2013-11-13,2013-11-13,"31 Werman Ct  Plainview, NY, 11803",Nassau,,N/A,Economic Bankruptcy Protection,7,5,5
"Atlantic Express Transportation Corp. & Temporary Transit Service, Inc.",,2013-11-13,2013-11-13,"107 Lawson Blvd  Oceanside, NY, 11572",Suffolk,,N/A,Economic Bankruptcy Protection,16,474,474
Atlantic Express Transportation Corp./Amboy Bus Company Inc.,,2013-07-19,2013-07-19,"44 N. Dunton Avenue  Medford, NY, 11763",Suffolk,,N/A,Sale of contracts,1,203,203
Atlantic Express Transportation Corp./Amboy Bus Company Inc.,,2013-07-19,2013-07-19,"220 Old Town Road  Setauket, NY, 11733",Suffolk,,N/A,Sale of contracts,2,87,87
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp.",,2013-11-13,2013-11-13,"75-12 Beach Channel Drive  Arverne, NY, 11692",Queens,,N/A,Economic Bankruptcy Protection,10,75,75
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp.",,2013-11-13,2013-11-13,"1386 Ralph Avenue  Brooklyn, NY, 11236",Kings,,N/A,Economic Bankruptcy Protection,3,197,197
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp.",,2013-11-13,2013-11-13,"2015-2019 Boardwalk West  Brooklyn, NY, 11224",Kings,,N/A,Economic Bankruptcy Protection,4,194,194
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp./Atlantic Hudson, Inc/Midway Leasing Inc.",,2013-11-13,2013-11-13,"399 Exterior Street  Bronx, NY, 10451",Bronx,,N/A,Economic Bankruptcy Protection,1,411,411
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp./Merit Transportation Corp/ Midway Leasing Inc.",,2013-11-13,2013-11-13,"46-81 Metropolitan Avenue  Ridgewood, NY, 11385",Queens,,N/A,Economic Bankruptcy Protection,11,379,379
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp./Midway Leasing Inc.",,2013-11-13,2013-11-13,"107-10 180th Street  Jamaica, NY, 11433",Queens,,N/A,Economic Bankruptcy Protection,12,262,262
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp./Midway Leasing Inc.",,2013-11-13,2013-11-13,"127-45 34th Avenue  Flushing, NY, 11368",Queens,,N/A,Economic Bankruptcy Protection,13,199,199
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc.,/Atlantic Queens Bus Corp./Midway Leasing Inc.",,2013-11-13,2013-11-13,"500 Oak Point Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic Bankruptcy Protection,2,365,365
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Escorts Inc./Midway Leasing Inc.",,2013-11-13,2013-11-13,"2352 E. 69th Street  Brooklyn, NY, 11234",Kings,,N/A,Economic Bankruptcy Protection,5,117,117
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Atlantic Express of Coachways, Inc./Staten IslandBus Company Inc.",,2013-11-13,2013-11-13,"7 North Street  Staten Island, NY, 10302",Richmond,,N/A,Economic Bankruptcy Protection,14,218,218
"Atlantic Express Transportation Corp./Amboy Bus Company, Inc./Midway Leasing Inc.",,2013-11-13,2013-11-13,"1185 McDonald Avenue  Brooklyn, NY, 11230",Kings,,N/A,Economic Bankruptcy Protection,6,16,16
"Atlantic Express Transportation Corp./Staten IslandBus Company Inc./Temporary Transit Service, Inc.",,2013-11-13,2013-11-13,"260 Meredith Avenue  Staten Island, NY, 10314",Richmond,,N/A,Economic Bankruptcy Protection,15,271,271
AVON/Service Model Transformation (SMT),,2013-12-10,2013-12-10,"44  South Broadway  White Plains, NY, 10601",Westchester,,N/A,Economic,21,130,130
AVON/Service Model Transformation (SMT),2014-03-10,2013-12-10,2013-12-10,"601 Midland Avenue  Rye, NY, 10580",Westchester,,N/A,Economic,22,12,12
B-Alert Inc.,,2013-04-08,2013-04-08,"318 East 3rd Street  Mount Vernon, NY, 10553",Westchester,,N/A,Loss of NYCDOE contract,1,125,125
Bank of America,,2013-04-01,2013-04-01,"475 Cross Point Parkway  Getzville, NY, 14608",Erie,,N/A,Site Acquisition,1,"1,320","1,320"
Barclays Capital Inc.,2013-05-15,2013-04-29,2013-04-29,"200 Park Avenue  New York, NY, 10166",New York,,N/A,Economic,133,1,1
Barclays Capital Inc.,2013-05-15,2013-02-06,2013-02-06,"200 Park Avenue  New York, NY, 10166",New York,,N/A,Economic,209,11,11
Barclays Capital Inc.,2013-05-15,2013-02-06,2013-02-06,"745 Seventh Avenue  New York, NY, 10166",New York,,N/A,Economic,210,227,227
Barclays Capital Inc.,2013-05-05,2013-02-06,2013-02-06,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,211,78,78
Bausch & Lomb  Inc. /Valeant Pharmaceuticals,2013-11-03,2013-08-07,2013-08-07,"One Bausch and & Lomb Place  Rochester, NY, 14604",Monroe,,N/A,Company acquisition,1,106,106
Bausch & Lomb Inc. /Valeant Pharmaceuticals,2013-11-03,2013-08-07,2013-08-07,"1400 N.  Goodman Street  Rochester, NY, 14609",Monroe,,N/A,Company acquisition,2,339,339
Baxter Healthcare Corporation,2014-01-03,2013-09-26,2013-09-26,"711 Park Avenue  Medina, NY, 14103",Orleans,,N/A,Economic,65,91,91
Bayer HealthCare LLC,2013-11-21,2013-08-22,2013-08-22,"555  White Plains Road  Tarrytown, NY, 10591",Westchester,,N/A,Economic,81,17,17
Beekman Tower Hotel,,2013-01-17,2013-01-17,"3 Mitchell Place  New York, NY, 10017",New York,,N/A,Renovations,2,94,94
"Belden, Inc.",2013-07-09,2013-04-10,2013-04-10,"224 North Main Street, Building K  Horseheads, NY, 14845",Chemung,,N/A,Relocation of Production to Syracuse,1,173,173
"Belmay, Inc.",2013-06-03,2013-03-05,2013-03-05,"200 Corporate Boulevard South  Yonkers, NY, 10701",Westchester,,N/A,Sale of business,3,60,60
"Benchmark Solutions Holdings, Inc.",2013-03-01,2013-03-05,2013-03-05,"101 Park Avenue  New York, NY, 10178",New York,,N/A,Economic,196,53,53
"Bendiner & Schlesinger, Inc. Medical Laboratories Headquarters",,2013-02-19,2013-02-19,"140 58th Street, Brooklyn Army Terminal, Bldg B, Unit 8D  Brooklyn, NY, 11220",Kings,,N/A,Sale of company s assets,3,238,238
"Bendiner & Schlesinger, Inc. Medical Laboratories Patient Service Center",,2013-02-19,2013-02-19,"128 Mott Street  New York, NY, 10013",New York,,N/A,Sale of company s assets,4,0,0
"Bendiner & Schlesinger, Inc. Medical Laboratories Patient Service Center",,2013-02-19,2013-02-19,"240 Port Richmond Avenue  Staten Island, NY, 10302",New York,,N/A,Sale of company s assets,5,2,2
"Bendiner & Schlesinger, Inc. Medical Laboratories Patient Service Center",,2013-02-19,2013-02-19,"243 East 13th Street  Staten Island, NY, 10003",Richmond,,N/A,Sale of company s assets,6,3,3
"Bendiner & Schlesinger, Inc. Medical Laboratories Patient Service Center",,2013-02-19,2013-02-19,"779 Melrose Avenue  Bronx, NY, 10451",Bronx,,N/A,Sale of company s assets,1,1,1
"Bendiner & Schlesinger, Inc. Medical Laboratories Patient Service Center",,2013-02-19,2013-02-19,"984 North Broadway  Yonkers, NY, 10701",Westchester,,N/A,Sale of company s assets,7,2,2
"Bendiner & Schlesinger, Inc. Medical Laboratories Patient Service Center",,2013-02-19,2013-02-19,"2604 Third Avenue  Bronx, NY, 10454",Bronx,,N/A,Sale of company s assets,2,2,2
Bloomberg Law Unit,2013-09-30,2013-09-30,2013-09-30,"731 Lexington Avenue  New York, NY, 10022",New York,,N/A,Consolidation,1,95,95
"Bobby's Bus Company, Inc",,2013-03-21,2013-03-21,"145-40th 155th Avenue  Jamaica, NY, 11434",Queens,,N/A,Economic,171,89,89
"Bobby's Bus Company, Inc.",,2013-03-21,2013-03-21,"26 Powell Street  Jamaica, NY, 11421",Queens,,N/A,Economic,172,58,58
"Bobby's Bus Company, Inc.",,2013-03-21,2013-03-21,"432 Zerega Avenue  Jamaica, NY, 10473",Queens,,N/A,Economic,173,7,7
Bombardier Mass Transit Corporation-Overhaul Division,2014-01-17,2013-10-10,2013-10-10,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,56,0,0
Bombardier Mass Transit Corporation-Overhaul Division,2014-01-10,2013-10-03,2013-10-03,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,59,6,6
Bombardier Mass Transit Corporation-Overhaul Division,2013-12-27,2013-09-27,2013-09-27,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,64,15,15
Bombardier Mass Transit Corporation-Overhaul Division,2013-11-22,2013-08-22,2013-08-22,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,78,0,0
Bombardier Mass Transit Corporation-Overhaul Division,2013-11-08,2013-08-07,2013-08-07,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,85,0,0
Bombardier Mass Transit Corporation-Overhaul Division,2013-11-15,2013-08-07,2013-08-07,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,86,3,3
Bombardier Mass Transit Corporation-Overhaul Division,2013-11-01,2013-07-31,2013-07-31,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,88,0,0
Bombardier Mass Transit Corporation-Overhaul Division,2013-10-25,2013-07-23,2013-07-23,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic,96,2,2
BorgWarner Morse TEC,2013-04-19,2013-02-06,2013-02-06,"800 Warren Road  Ithaca, NY, 14850",Tompkins,,N/A,Economic,213,65,65
BorgWarner Morse TEC/Powdered Metal Operation (PMO),2013-05-10,2013-01-18,2013-01-18,"3690 Luker Road  Cortland, NY, 13045",Cortland,,N/A,Economic,217,35,35
"Boro Wide Buses, Inc.",,2013-03-27,2013-03-27,"1 Coffey  Street  Brooklyn, NY, 11231",Kings,,N/A,Loss of NYC DOE contract,1,99,99
"Buena Vista Books, Inc. d/b/a Hyperion",,2013-07-01,2013-07-01,"1500 Broadway, 3rd Floor  New York, NY, 10036",New York,,N/A,Economic,105,33,33
Bunzl New York,2013-08-02,2013-05-03,2013-05-03,"300 Duffy Avenue  Hicksville, NY, 11801",Nassau,,N/A,Consolidation into other facilities,1,30,30
Cabana Seaport LLC,,2013-02-19,2013-02-19,"89  South Street, Pier 17  New York, NY, 10038",New York,,N/A,Economic,203,38,38
"Canal Escorts, Inc.",,2013-03-27,2013-03-27,"1 Coffey Street  Brooklyn, NY, 11231",Kings,,N/A,Loss of Contract with NYC DOE,1,94,94
"Canal Escorts, Inc.",,2013-02-21,2013-02-21,"1 Coffey Street  Brooklyn, NY, 11231",Kings,,N/A,Strike against NY City DOE,1,0,0
Capital One Bank,2013-10-01,2013-05-16,2013-05-16,"151 Rodeo Drive  Brentwood, NY, 11717",Suffolk,,N/A,Economic,128,26,26
Capital One Bank,,2013-02-06,2013-02-06,"9025 Main Road  Mattituck, NY, 11952",Suffolk,,N/A,Economic,212,42,42
Cargill Deicing Technology,2013-06-10,2013-03-21,2013-03-21,"191 Portland Point  Road  Lansing, NY, 14882",Tompkins,,N/A,Lack of snow this winter,1,130,130
Cassidy J Inc.@ Railex LLC,,2013-04-06,2013-04-06,"105 Rotterdam Industrial Park  Rotterdam, NY, 12306",Schenectady,,N/A,Loss of Contract,4,91,91
Catherine McAuley High School,,2013-05-13,2013-05-13,"710 East 37th Street  Brooklyn, NY, 11203",Kings,,N/A,Economic,130,28,28
"Center for Disability Services, Inc. Fulton-Montgomery CloverPatch Early Childhood at Boulevard Elementary School",,2013-03-19,2013-03-19,"56 East Boulevard  Gloversville, NY, 12078",Genesee,,N/A,Economic,180,6,6
"Center for Disability Services, Inc. Fulton-Montgomery CloverPatch Early Childhood at Meco Elementary School",,2013-03-19,2013-03-19,"140 County Highway 101  Gloversville, NY, 12078",Genesee,,N/A,Economic,181,4,4
"Center for Disability Services, Inc. Fulton-Montgomery CloverPatch Early Childhood at St. Mary's School",,2013-03-19,2013-03-19,"8 Kopernik Boulevard  Amsterdam, NY, 12010",Montgomery,,N/A,Economic,182,37,37
Central Laundry Service Corp.,,2013-07-12,2013-07-12,"46 Crown Street  Brooklyn, NY, 11225",Kings,,N/A,Economic,98,207,207
"CGM-GH, LLC d/b/a Toy",,2013-06-27,2013-06-27,"18 Ninth Avenue  New York, NY, 10014",New York,,N/A,Renovations and successor take over of restaurant,1,128,128
Chartwells Dining Services c/o University at Albany,2013-04-25,2013-04-23,2013-04-23,"1400 Washington Avenue  Albany, NY, 12222",Albany,,N/A,Loss of Contract,2,471,471
CIFRA Escorts Inc.,,2013-03-26,2013-03-26,"4-09 26th Avenue  Long Island City, NY, 11102",Queens,,N/A,Economic,155,197,197
CIFRA Escorts Inc.,,2013-03-26,2013-03-26,"2240 Conner Street  Bronx, NY, 10466",Bronx,,N/A,Economic,148,128,128
CIFRA Escorts Inc.,,2013-03-26,2013-03-26,"6055 Strickland Avenue  Brooklyn, NY, 11234",Kings,,N/A,Economic,151,111,111
Circor Flow Technologies at the Spence Engineering Company,2013-11-30,2013-08-19,2013-08-19,"150 Coldenham Road  Walden, NY, 12586",Orange,,N/A,Economic,82,52,52
Citigroup Inc.,2013-11-07,2013-08-09,2013-08-09,"188 King Street  Armonk, NY, 10504",Westchester,,N/A,Economic,84,36,36
"Citizens Telecommunications Company of New York, Inc. (aka Frontier Telephone)",2013-08-23,2013-05-22,2013-05-22,"137 Harrison Street  Gloversville, NY, 12078",Genesee,,N/A,Relocation,1,27,27
City Wide Transit Inc.,,2013-03-26,2013-03-26,"4-09 26th Avenue  Long Island City, NY, 11102",Queens,,N/A,Economic,156,56,56
Citywide Transit Inc.,,2013-03-26,2013-03-26,"2240 Conner Street  Bronx, NY, 10466",Bronx,,N/A,Economic,149,52,52
"Citywide Transit, Inc.",,2013-03-26,2013-03-26,"6055 Strickland Avenue  Brooklyn, NY, 11234",Kings,,N/A,Economic,152,9,9
Clear Edge Filtration,2013-05-19,2013-02-19,2013-02-19,"87 West Cayuga Street  Moravia, NY, 13118",Cayuga,,N/A,Relocation of plant to Tulsa OK,1,82,82
Clear Edge Filtration,2013-05-19,2013-02-19,2013-02-19,"4563 Jordan Road  Skaneateles Falls, NY, 13153",Onondaga,,N/A,Relocation of plant to Tulsa OK,2,79,79
"Closure Systems International Packaging Machinery, Inc.",2013-05-01,2013-01-25,2013-01-25,"26 Center Street  Randolph, NY, 14772",Cattaraugus,,N/A,Petition,2,18,18
"CNN America, Inc. - Starting Point",,2013-03-13,2013-03-13,"One Time Warner Center  New York, NY, 10019",New York,,N/A,Economic,186,40,40
Columbia University in the City of New York College of Physicians & Surgeons @ St. Luke's-Roosevelt Hospital Center,,2013-10-01,2013-10-01,"114th Street and Amsterdam Avenue  New York, NY, 10027",New York,,N/A,Change of Ownership,1,36,36
"Columbus Foods, Inc.",,2013-02-15,2013-02-15,"289 Columbus Avenue  New York, NY, 10023",New York,,N/A,Renovations,1,36,36
Consolidated Bus Transit,,2013-08-22,2013-08-22,"50 Snediker Avenue  Brooklyn, NY, 11207",Kings,,N/A,Economic,77,0,0
"Continental Airlines, Inc., a wholly owned subsidiary of United Continental Holdings, Inc. (Cargo Function)",2013-03-04,2013-01-08,2013-01-08,"JFK International Airport, Bldg. 71, Old Rockaway Blvd.  Jamaica, NY, 11430",Queens,,N/A,Transfer operation of cargo function to outside,1,7,7
Cookies on Webster Inc.,2013-06-10,2013-04-09,2013-04-09,"2543 Webster Avenue  Bronx, NY, ",Bronx,,N/A,Economic,143,124,124
"Cooper Lighting, LLC",2013-04-04,2013-01-07,2013-01-07,"100 Andrews Road  Hicksville, NY, 11801",Nassau,,N/A,Economic,228,1,1
"CoreLogic Credco, LLC (operating unit of CoreLogic)",2013-06-14,2013-03-15,2013-03-15,"826 East Gate Boulevard, Suite 310 & 315)  Garden City, NY, 11530",Nassau,,N/A,Economic,185,20,20
Cornell University - Animal Science Teaching and Research Center,,2013-02-25,2013-02-25,"681 Cornell Lane  Dryden, NY, 13053",Tompkins,,N/A,Contracting services,1,37,37
Covidien,2013-01-04,2013-04-08,2013-04-08,"5439 State Route 40  Argyle, NY, 12809",Washington,,N/A,Petition,1,183,183
Credit Suisse Securities (USA) LLC,2013-05-30,2013-05-13,2013-05-13,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,1,83,83
Credit Suisse Securities (USA) LLC,2013-04-01,2013-03-12,2013-03-12,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,2,94,94
Daikin McQuay,2013-10-14,2013-06-18,2013-06-18,"4900 Technology Park Boulevard  Auburn, NY, 13021",Cayuga,,N/A,Economic,109,0,0
"Delaware North Companies Travel Hospitality Services, Inc.",,2013-12-17,2013-12-17,"Syracuse Hancock International Airport 1000 Colonel Eileen Collins Blvd  N. Syracuse, NY, 13212",Onondaga,,N/A,Expired lease agreement,1,80,80
DEPFA BANK (Servicing Unit Portfolio/Asset Management & Servicing Unit Operations),2013-09-30,2013-07-08,2013-07-08,"622 Third Avenue  New York, NY, 10017",New York,,N/A,Economic,103,32,32
Diamond Back Group,,2013-12-23,2013-12-23,"Eastman Kodak Corporation  Rochester, NY, ",Monroe,,N/A,Contract Termination,1,45,45
"Direct Access Partners, LLC",2013-05-20,2013-05-21,2013-05-21,"40 Wall Street, 42nd and 43rd Floors  New York, NY, 10005",New York,,N/A,Economic,124,47,47
"Direct Access Partners, LLC @ New York Stock Exchange",2013-05-20,2013-05-21,2013-05-21,"11 Wall Street  New York, NY, 10005",New York,,N/A,Unforeseeable adverse business circumstances,1,12,12
"Don Coleman Advertising, Inc. d/b/a GlobalHue",,2013-06-03,2013-06-03,"123 William  Street, Suite 1700  New York, NY, 10038",New York,,N/A,Contract Loss,3,61,61
DRS Integrated Defense Systems and Services,2013-06-28,2013-03-28,2013-03-28,"485 Cayuga Road  Buffalo, NY, ",Erie,,N/A,Relocation,2,36,36
Duane Reade,2013-12-05,2013-09-06,2013-09-06,"55-02 55th Avenue  Maspeth, NY, 11378",Queens,,N/A,Economic,74,175,175
"Durso Associates, Inc.",,2013-06-19,2013-06-19,"1769 Second Avenue  New York, NY, 10128",New York,,N/A,Economic,108,73,73
Duty Free Americas,,2013-03-07,2013-03-07,"John F. Kennedy Airport Delta Terminal 3  Jamaica, NY, 11430",Queens,,N/A,Economic,195,63,63
DynCorp,2013-03-28,2013-02-28,2013-02-28,"Bldg 2050, Munns Corner Road  Fort Drum, NY, 13602",Jefferson,,N/A,Economic,199,155,155
DynCorp International LLC-Aviation Reset,,2013-04-01,2013-04-01,"Bldg 2050, Munns Corner Road  Fort Drum, NY, 13602",Jefferson,,N/A,Loss of Aviation Reset Contract,1,71,71
E.J. Noble Hospital,2013-12-28,2013-10-01,2013-10-01,"77 W. Barney Street  Gouverneur, NY, 13642",St Lawrence,,N/A,Economic,61,210,210
Eastman Kodak (Company Office),2014-02-11,2013-11-29,2013-11-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,24,4,4
Eastman Kodak (Company Office),2013-12-30,2013-10-15,2013-10-15,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,53,1,1
Eastman Kodak (Company Office),2013-04-18,2013-01-23,2013-01-23,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,216,5,5
Eastman Kodak Company (Eastman Park),2014-03-13,2013-12-19,2013-12-19,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,17,3,3
Eastman Kodak Company (Eastman Park),2014-02-18,2013-11-29,2013-11-29,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,25,37,37
