Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"Atlas Health Care Linen Services Co., LLC d/b/a Clarus Linen System",2019-03-19,2018-12-19,2018-12-19,"60 Grider Street  Buffalo, NY, 14215",Erie,,N/A,Chapter 11 and sale of business,1,146,146
"Atlas Health Care Linen Services Co., LLC d/b/a Clarus Linen System",2019-03-19,2018-12-19,2018-12-19,"414 West Taylor Street  Syracuse, NY, 13202",Onondaga,,N/A,Chapter 11 and sale of business,3,161,161
"Avon Products, Inc.",2019-09-30,2018-09-17,2018-09-17,"601 Midland Ave.  Rye, NY, 10580",Westchester,,N/A,Economic,81,105,105
Bak USA,2018-11-01,2018-11-01,2018-11-01,"425 Michigan Avenue  Buffalo, NY, 14203",Erie,,N/A,Economic,28,78,78
"Banana Republic, LLC, a subsidiary of Gap Inc.",2018-05-31,2018-01-31,2018-01-31,"55 Thomas Street  New York, NY, 10013",New York,,N/A,Multiple units to relocate to San Francisco,1,112,112
Barclays Services Corp. (Chief Operating Office teams),2019-02-27,2018-11-28,2018-11-28,"745 Seventh Avenue  New York, NY, 10019",New York,,N/A,relocating a number of the Chief Operating Office to Whippany NJ,1,64,64
Barclays Services Corp. (Chief Operating Office teams),2018-07-09,2018-04-09,2018-04-09,"745 Seventh Avenue  New York, NY, 10019",New York,,N/A,Relocation to Whippany NJ,1,112,112
Barclays Services Corp. (Chief Operating Office teams),2019-02-27,2018-11-28,2018-11-28,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,relocating a number of the Chief Operating Office to Whippany NJ,2,303,303
Barclays Services Corp. (Chief Operating Office teams),2018-07-09,2018-04-09,2018-04-09,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Relocation to Whippany NJ,2,329,329
Barrier Free Living,2018-04-30,2018-01-17,2018-01-17,"270 East 2nd Street  New York, NY, 10009",New York,,N/A,Economic,266,36,36
"Barron's Educational Series, Inc.",2018-12-16,2018-09-17,2018-09-17,"250 Wireless Boulevard  Hauppauge, NY, 11788",Suffolk,,N/A,Selling of certain assets to Kaplan Test Prep,1,62,62
"Baumann & Sons Buses, Inc.",2018-06-30,2018-03-30,2018-03-30,"65 Court Street  Copiague, NY, 11726",Suffolk,,N/A,Economic,216,7,7
Baxter Healthcare,2018-12-02,2018-08-22,2018-08-22,"711 Park Avenue  Medina, NY, 14103",Orleans,,N/A,Service Work Transfer to Centralized Third Party,1,131,131
Best Buy Store #1183,2018-11-03,2018-08-05,2018-08-05,"3967 State Route 31  Liverpool, NY, 13090",Onondaga,,N/A,Economic,113,76,76
"Bigname Commerce, LLC",2018-12-23,2018-09-24,2018-09-24,"5300 New Horizons Blvd  Amityville, NY, 11701",Suffolk,,N/A,Economic,74,41,41
Bishop McGann Mercy Diocesan High School,2018-06-22,2018-03-13,2018-03-13,"1225 Ostrander Avenue  Riverhead, NY, 11901",Suffolk,,N/A,Economic,240,115,115
"Black Lexington Group, LLC (Corporate)",2017-12-22,2018-01-12,2018-01-12,"16 West 45th Street, 5th Floor  New York, NY, 10036",New York,,N/A,Economic,269,6,6
"Blissworld, LLC (Bliss 49 Spa)",2018-09-30,2018-06-28,2018-06-28,"541 Lexington Avenue  New York, NY, 10022",New York,,N/A,Economic,136,89,89
"Broadcom Inc. (CA, Inc.)",2019-02-09,2018-11-07,2018-11-07,"520 Madison Avenue  New York, NY, 10022",New York,,N/A,Acquired by CA Inc,1,45,45
"Broadcom Inc.(CA, Inc)",2019-02-09,2018-11-07,2018-11-07,"1 Computer Associates Plaza  Islandia, NY, 11749",Suffolk,,N/A,Acquired by CA Inc,2,262,262
"Bus Terminal Brewing Co., Inc. d/b/a Heartland Brewery",2019-01-01,2018-10-02,2018-10-02,"625 Eighth Avenue  New York, NY, 10018",New York,,N/A,Economic,60,53,53
"CAMBA, Inc.- LTW at Brooklyn Bridge Academy",2018-06-30,2018-03-30,2018-03-30,"6565 Flatlands Avenue  Brooklyn, NY, 11236",Kings,,N/A,Possible contract loss,1,4,4
"CAMBA, Inc.- LTW at Cascades High School",2018-06-30,2018-03-30,2018-03-30,"198 Forsyth Street, 3rd Floor  New York, NY, 10002",New York,,N/A,Possible contract loss,4,6,6
"CAMBA, Inc.- LTW at Independence High School",2018-06-30,2018-03-30,2018-03-30,"850 Tenth Avenue  New York, NY, 10019",New York,,N/A,Possible contract loss,5,7,7
"CAMBA, Inc.- LTW at Judith S. Kaye High School",2018-06-30,2018-03-30,2018-03-30,"321 East 96th Street  New York, NY, 10128",New York,,N/A,Possible contract loss,6,5,5
"CAMBA, Inc.- LTW at the Young Adult Borough Center at the South Shore Educational Center",2018-06-30,2018-03-30,2018-03-30,"6565 Flatlands Avenue  Brooklyn, NY, 11236",Kings,,N/A,Possible contract loss,2,6,6
"CAMBA, Inc.- LTW CAMBA, Inc.- LTW at Brooklyn Academy High School",2018-06-30,2018-03-30,2018-03-30,"832 Marcy Avenue  Brooklyn, NY, 11216",Kings,,N/A,Possible contract loss,3,6,6
Canandaigua Hotel Corporation dba the Inn on the Lake,2018-10-15,2018-07-13,2018-07-13,"770 South Main Street  Canandaigua, NY, 14424",Ontario,,N/A,Renovations,1,202,202
"Capital One, N.A.- Boroughs Central Market",2018-09-21,2018-06-19,2018-06-19,"(17 Boroughs Central Market  NYC Sites)  New York, NY, 11238",Kings,,N/A,Economic,143,29,29
"Capital One, N.A.- Manhattan South Market",2018-09-21,2018-06-19,2018-06-19,"(19 Manhattan South Market NYC Sites)  New York, NY, 11238",New York,,N/A,Economic,146,29,29
"Capital One, N.A.- Nassau Central Market",2018-09-21,2018-06-19,2018-06-19,"(23 Nassau Central Market Long Island Sites)  Long Island, NY, 11010",Nassau,,N/A,Economic,144,40,40
"Capital One, N.A.- Nassau South Market",2018-09-21,2018-06-19,2018-06-19,"(16 Nassau South Market Long Island Sites)  Long Island, NY, 11010",Nassau,,N/A,Economic,145,33,33
"Capital One, N.A.- Suffolk North Market",2018-09-21,2018-06-19,2018-06-19,"(18 Suffolk North Long Island Sites)  Long Island, NY, 11010",Suffolk,,N/A,Economic,147,40,40
Cardinal McCloskey Community Services - Head Start Programs (Concord Ave),2018-07-01,2018-06-01,2018-06-01,"560 Concord Avenue  Bronx, NY, 10455",Bronx,,N/A,Contract with ACF ends,1,17,17
Cardinal McCloskey Community Services - Head Start Programs (Courtland Ave. - Child Development Center),2018-07-01,2018-06-01,2018-06-01,"629 Courtland Avenue  Bronx, NY, 10451",Bronx,,N/A,Contract with ACF ends,2,29,29
Cardinal McCloskey Community Services - Head Start Programs (East 180th Street),2018-07-01,2018-06-01,2018-06-01,"899 East 180th Street  Bronx, NY, 10460",Bronx,,N/A,Contract with ACF ends,3,16,16
Cardinal McCloskey Community Services - Head Start Programs (Msgr. Boyle),2018-07-01,2018-06-01,2018-06-01,"Msgr. Boyle, 3044 Hull Avenue  Bronx, NY, 10467",Bronx,,N/A,Contract with ACF ends,4,39,39
Cardinal McCloskey Community Services - Head Start Programs (Sacred Heart),2018-07-01,2018-06-01,2018-06-01,"Sacred Heart, 95 West 168th Street  Bronx, NY, 10452",Bronx,,N/A,Contract with ACF ends,5,34,34
Cardinal McCloskey Community Services - Head Start Programs (St. Anthony),2018-07-01,2018-06-01,2018-06-01,"St. Anthony, 1750 Mansion Street  Bronx, NY, 10457",Bronx,,N/A,Contract with ACF ends,6,29,29
Cardinal McCloskey Community Services - Head Start Programs (St. Martin of Tours),2018-07-01,2018-06-01,2018-06-01,"St. Martin of Tours, 695 East 182nd Street  Bronx, NY, 10457",Bronx,,N/A,Contract with ACF ends,7,8,8
Cardinal McCloskey Community Services - Head Start Programs (Tolentine),2018-07-01,2018-06-01,2018-06-01,"Tolentine, 2331 University Avenue  Bronx, NY, 10468",Bronx,,N/A,Contract with ACF ends,8,33,33
"CareConnect Insurance Company, Inc.",2018-06-15,2018-06-15,2018-06-15,"2200 Northern Boulevard  East Hills, NY, 11548",Nassau,,N/A,Economic,149,26,26
"Carthage Specialty Paperboard, Inc.",2018-07-31,2018-02-28,2018-02-28,"30 Champion Street  Carthage, NY, 13619",Jefferson,,N/A,Economic Temporary maintenance furlough,1,77,77
"Catholic Charities Neighborhood Services, Inc. (DYCD NDA Housing Services Brooklyn)",2018-06-30,2018-03-28,2018-03-28,"191 Joralemon Street  Brooklyn, NY, 11201",Kings,,N/A,Loss of funding,1,1,1
"Catholic Charities Neighborhood Services, Inc. (DYCD NDA Housing Services Queens)",2018-06-30,2018-03-28,2018-03-28,"191 Joralemon Street  Far Rockaway, NY, 11691",Queens,,N/A,Economic funding for contract ends 6 30 2018,1,1,1
"Catholic Charities Neighborhood Services, Inc. (Hillcrest Senior Center)",2018-11-01,2018-08-03,2018-08-03,"168-0IB Hillside Ave.  Jamaica, NY, 11432",Queens,,N/A,Contract Loss,1,3,3
"Catholic Charities Neighborhood Services, Inc. (Medicaid Services Coordination & HCBS Family Support Program)",2018-06-29,2018-03-28,2018-03-28,"91-14 Merrick Blvd, 6th Floor  Jamaica, NY, 11432",Queens,,N/A,Transfer operation to CDNY,1,14,14
"Catholic Charities Neighborhood Services, Inc. (NY Rising Community Center)",2018-06-30,2018-03-28,2018-03-28,"155-55 Crossbay Blvd  Howard Beach, NY, 11414",Queens,,N/A,Economic funding for contract ends 6 30 2018,2,4,4
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities- 227 E. Montauk),2018-06-30,2018-03-26,2018-03-26,"227 E. Montauk Highway  Hampton Bays, NY, 11946",Suffolk,,N/A,Economic,223,19,19
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities- Jennings Avenue),2018-06-30,2018-03-26,2018-03-26,"166 Jennings Avenue  Patchogue, NY, 11772",Suffolk,,N/A,Economic,224,13,13
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities-325 Montauk Hwy),2018-06-30,2018-03-26,2018-03-26,"325 Montauk Highway, Apt. 10  West Hampton Beach, NY, 11978",Suffolk,,N/A,Economic,225,2,2
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities-902 Melville),2018-06-30,2018-03-26,2018-03-26,"902 Melville Estates Court  Melville, NY, 11747",Suffolk,,N/A,Economic,226,12,12
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities-909 Melville),2018-06-30,2018-03-26,2018-03-26,"909 Melville Estates Court  Melville, NY, 11747",Suffolk,,N/A,Economic,227,10,10
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities-Marion Lane),2018-06-30,2018-03-26,2018-03-26,"23 Marion Lane  East Hampton, NY, 11937",Suffolk,,N/A,Economic,228,21,21
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities-Meetinghouse Rd),2018-06-30,2018-03-26,2018-03-26,"36 Meetinghouse Road  West Hampton Beach, NY, 11978",Suffolk,,N/A,Economic,229,15,15
Catholic Guardian Services (Long Island Program for Persons with Developmental Disabilities-Terrace Dr),2018-06-30,2018-03-26,2018-03-26,"5 Terrace Drive  Hampton Bays, NY, 11946",Suffolk,,N/A,Economic,230,7,7
Cayuga Home for Children (d/b/a Cayuga Centers)(OCFS Residential Treatment Programs),2018-05-23,2018-02-22,2018-02-22,"101 Hamilton Avenue  Auburn, NY, 13021",Cayuga,,N/A,Economic,252,119,119
CBS EcoMedia Inc.,2019-03-15,2018-12-13,2018-12-13,"28 East 28th Street  New York, NY, 10016",New York,,N/A,CBS Corporation has determined to permanently wind down its involvement with CBS EcoMedia Inc,1,32,32
"CDS NFL Event, LLC",2018-12-16,2018-09-17,2018-09-17,"20 Times Square  New York, NY, 10036",New York,,N/A,Economic,80,91,91
Celmatix Clinical Laboratories LLC,2019-02-01,2018-12-17,2018-12-17,"760 Parkside Avenue  Brooklyn, NY, 11226",Kings,,N/A,Economic,7,2,2
Celmatix Inc. (Operations Office),2019-02-01,2018-12-17,2018-12-17,"14 Wall Street  New York, NY, 10005",New York,,N/A,Economic,8,44,44
"Center for Family Support, Inc. (Fiscal Intermediary Program)",2018-09-09,2018-06-01,2018-06-01,"333 7th Avenue  New York, NY, 10001",New York,,N/A,Transitioning services to another entity,1,80,80
"Center for Nursing & Rehabilitation, Inc.",2018-06-04,2018-05-15,2018-05-15,"520 Prospect Place  Brooklyn, NY, 11238",Kings,,N/A,Sale of business,1,305,305
CenterLight Certified Home Health Agency (CHHA),2018-11-01,2018-08-01,2018-08-01,"596 Prospect Place  Brooklyn, NY, 11238",Kings,,N/A,Economic,115,105,105
CenterLight Health System (Margaret Tietz Nursing & Rehabilitation Center),2018-11-01,2018-08-01,2018-08-01,"164-11 Chapin Parkway  Jamaica, NY, 11432",Queens,,N/A,Economic,117,241,241
"Centerstone Linen Services, LLC d/b/a Clarus Linen System",2019-03-19,2018-12-19,2018-12-19,"60 Grider Street  Buffalo, NY, 14215",Erie,,N/A,Chapter 11 and sale of business,2,24,24
Channel One (at Houghton Mifflin Harcourt Publishing Company),2018-09-25,2018-06-27,2018-06-27,"132W. 31sl Street, Floor 14  New York, NY, 10001",New York,,N/A,Economic,140,28,28
Chartwells Dining Services at The NewSchool,2018-07-01,2018-03-14,2018-03-14,"66 W 12th Street  New York City, NY, 10011",New York,,N/A,Loss of the food service contract on campus,1,51,51
Chevy’s (RM HQ LLC),2018-09-02,2018-06-04,2018-06-04,"259 West 42nd St.  New York, NY, 10036",New York,,N/A,Economic,153,134,134
"Chipotle Mexican Grill, Inc. (NYC Office)",2018-10-05,2018-06-29,2018-06-29,"126 Fifth Avenue, 4th Floor  New York, NY, 10011",New York,,N/A,Economic,134,32,32
"Citizen Watch Company of America, Inc. (Credit/Accounts Receivable, Customer Relations, and Finance Operating Units)",2018-07-27,2018-04-27,2018-04-27,"350 Fifth Avenue, 29th Floor  New York, NY, 10118",New York,,N/A,Economic,181,30,30
Community Services for Every1,2018-06-30,2018-03-30,2018-03-30,"452 Delaware Avenue  Buffalo, NY, 14202",Erie,,N/A,Economic,209,31,31
"Compass Group USA, Inc. d/b/a Chartwells (at Molloy College)",2018-09-28,2018-10-02,2018-10-02,"1000 Hempstead Avenue  Rockville Center, NY, 11571",Nassau,,N/A,Contract termination,1,26,26
"Compass Group USA, Inc. dba Chartwells (@ College of Mount St. Vincent)",2018-08-17,2018-08-10,2018-08-10,"6301 Riverdale Avenue  Bronx, NY, 10471",Bronx,,N/A,Contract Cancellation,1,43,43
"Compass Group, USA, Inc. (Restaurant Associates @ Credit Suisse)",2018-09-11,2018-07-12,2018-07-12,"11 Madison Avenue  New York, NY, 10010",New York,,N/A,Loss of Contract to Aramark,1,84,84
"Compass Group, USA, Inc.(Restaurant Associates @ Rockefeller University)",2018-08-31,2018-07-23,2018-07-23,"1230 York Avenue  New York, NY, 10021",New York,,N/A,Contract loss to Aramark,1,36,36
"Conduent Education Services, LLC",2019-01-25,2018-10-25,2018-10-25,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,1,4,4
"Conduent Education Services, LLC",2018-12-28,2018-09-28,2018-09-28,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,2,43,43
"Conduent Education Services, LLC",2018-11-16,2018-08-17,2018-08-17,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,3,31,31
"Conduent Education Services, LLC",2018-10-19,2018-07-06,2018-07-06,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business conditions,1,17,17
"Conduent Education Services, LLC",2018-08-10,2018-05-11,2018-05-11,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Economic,173,8,8
"Conduent Education Services, LLC",2018-07-27,2018-04-27,2018-04-27,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Economic,182,25,25
"Conduent Education Services, LLC",2018-06-29,2018-03-30,2018-03-30,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,4,21,21
"Conduent Education Services, LLC",2018-06-15,2018-03-12,2018-03-12,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,5,12,12
"Conduent Education Services, LLC",2018-05-18,2018-02-16,2018-02-16,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,6,22,22
"Conduent Education Services, LLC",2018-04-13,2018-01-11,2018-01-11,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,7,33,33
"Conduent Education Services, LLC",2018-12-14,2018-01-11,2018-01-11,"501 Bleecker St.  Utica, NY, 13501",Oneida,,N/A,Change in business needs,8,3,3
CookiesKids.com Inc. (Distribution Facility),2018-07-10,2018-04-13,2018-04-13,"265 Livingston Street  Brooklyn, NY, 11217",Kings,,N/A,Economic,196,68,68
"Cortland Pump and Equipment, Inc.",2019-03-03,2018-12-03,2018-12-03,"45 Mushroom Blvd.  Rochester, NY, 14623",Monroe,,N/A,Economic,17,7,7
"Cortland Pump and Equipment, Inc.",2019-03-03,2018-12-03,2018-12-03,"842 Bennie Rd.  Cortland, NY, 13045",Cortland,,N/A,Economic,16,14,14
Crothall Healthcare (Environmental Services at Crystal Run Healthcare),2018-11-30,2018-12-17,2018-12-17,"95 Crystal Run Road  Middletown, NY, 10941",Orange,,N/A,Economic,9,20,20
CSRA,2018-10-31,2018-08-02,2018-08-02,"P-4855 Jones Street  Fort Drum, NY, 13602",Jefferson,,N/A,Contract Loss,2,31,31
Daily News,2018-10-21,2018-07-23,2018-07-23,"4 New York Plaza  New York, NY, 10004",New York,,N/A,Economic,124,93,93
DAL Global Services (for Copa Airlines at JFK Int'l Airport),2018-08-13,2018-06-20,2018-06-20,"John F. Kennedy International Airport  Jamaica, NY, 11430",Queens,,N/A,Loss of contract for Copa Airlines,1,101,101
DJDatARLOnomad LLC dba Massoni (at Arlo NOMAD),2019-01-31,2018-12-20,2018-12-20,"11 East 31st Street  New York, NY, 10016",New York,,N/A,Termination of management agreement by Arlo NOMAD,1,51,51
"Dominican Sisters Family Health Service, Inc. dba ArchCare at Home",2018-04-16,2018-01-03,2018-01-03,"3237 Route 112, Building 6  Medford, NY, 11763",Suffolk,,N/A,Economic,284,93,93
Dumas Contracting USA Inc.,2018-10-31,2018-10-25,2018-10-25,"Empire State Mine Project, 408 Sylvia Lake Road  Gouverneur, NY, 13642",St Lawrence,,N/A,Economic,33,33,33
Easter Seals New York/302 Daley Blvd (Intermediate Care Facilities at 3 Kessler Centers in Rochester),2018-07-20,2018-04-20,2018-04-20,"302 Daley Blvd  Rochester, NY, 14617",Monroe,,N/A,Economic,187,22,22
Easter Seals New York/304 Daley Blvd (Intermediate Care Facilities at 3 Kessler Centers in Rochester),2018-07-20,2018-04-20,2018-04-20,"304 Daley Blvd  Rochester, NY, 14617",Monroe,,N/A,Economic,188,14,14
Easter Seals New York/402 Rogers Parkway (Intermediate Care Facilities at 3 Kessler Centers in Rochester),2018-07-20,2018-04-20,2018-04-20,"402 Rogers Parkway  Rochester, NY, 14617",Monroe,,N/A,Economic,189,10,10
Easter Seals New York/404 Rogers Parkway (Intermediate Care Facilities at 3 Kessler Centers in Rochester),2018-07-20,2018-04-20,2018-04-20,"404 Rogers Parkway  Rochester, NY, 14617",Monroe,,N/A,Economic,190,21,21
Eastman Kodak Company (Eastman Business Park),2019-01-22,2018-10-25,2018-10-25,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,31,1,1
Eastman Kodak Company (Eastman Business Park),2019-01-29,2018-10-25,2018-10-25,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,32,1,1
Eastman Kodak Company (Eastman Business Park),2018-12-18,2018-09-20,2018-09-20,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,77,2,2
Eastman Kodak Company (Eastman Business Park),2018-12-11,2018-09-13,2018-09-13,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,84,4,4
Eastman Kodak Company (Eastman Business Park),2018-07-22,2018-04-24,2018-04-24,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,186,7,7
Eastman Kodak Company (Kodak Office),2018-12-16,2018-09-18,2018-09-18,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,78,2,2
Eastman Kodak Company (Kodak Office),2018-11-27,2018-08-30,2018-08-30,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,89,1,1
Eastman Kodak Company (Kodak Office),2018-11-25,2018-08-28,2018-08-28,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,98,1,1
Eastman Kodak Company (Kodak Office),2018-11-18,2018-08-21,2018-08-21,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,106,1,1
Eastman Kodak Company (Kodak Office),2018-11-11,2018-08-14,2018-08-14,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,110,7,7
Eastman Kodak Company (Kodak Office),2018-10-22,2018-07-25,2018-07-25,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,119,1,1
Eastman Kodak Company (Kodak Office),2018-10-15,2018-07-18,2018-07-18,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,125,2,2
Eastman Kodak Company (Kodak Office),2018-08-27,2018-05-30,2018-05-30,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,164,1,1
Eastman Kodak Company (Kodak Office),2018-07-03,2018-04-05,2018-04-05,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,203,1,1
Eastman Kodak Company (Kodak Office),2018-07-01,2018-04-03,2018-04-03,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,207,1,1
Eastman Kodak Company (Kodak Office),2018-04-01,2018-01-02,2018-01-02,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,286,2,2
Eastman Kodak Company (Kodak Research Labs),2018-12-16,2018-09-18,2018-09-18,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,79,2,2
Eastman Kodak Company (Kodak Research Labs),2018-11-11,2018-08-14,2018-08-14,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,111,6,6
Eastman Kodak Company (Rochester Tech Park),2018-07-01,2018-04-03,2018-04-03,"789 Elmgrove Road Building 9  Rochester, NY, 14624",Monroe,,N/A,Economic,208,2,2
Eastman Kodak Company-Kodak Research Labs,2018-10-22,2018-07-25,2018-07-25,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,120,2,2
Emerald South Nursing & Rehabilitation Center,2018-11-08,2018-11-19,2018-11-19,"1175 Delaware Ave  Buffalo, NY, 14209",Erie,,N/A,State ordered shut down,1,160,160
"EngenderHealth, Inc.",2018-04-30,2018-01-25,2018-01-25,"440 Ninth Avenue  New York, NY, 10001",New York,,N/A,Relocation of operations to Washington DC,1,45,45
Envolve - New York Inc.,2018-09-30,2018-06-27,2018-06-27,"370 Woodcliff Drive  Fairport, NY, 14450",Monroe,,N/A,Transfer of services to Excellus Blue Cross Blue,1,163,163
Equifax Inc.,2019-02-16,2018-11-14,2018-11-14,"61 Hilton Avenue  Garden City, NY, 11530",Nassau,,N/A,Economic,19,33,33
Exelon,2018-09-24,2018-06-27,2018-06-27,"500 Summit Lake Drive, Suite 1008  Valhalla, NY, 10595",Westchester,,N/A,centralization of functions consolidation of sys,1,25,25
Express Mart Franchising Corporation (Office),2018-07-18,2018-04-16,2018-04-16,"7401 Round Pond Road  Syracuse, NY, 13212",Onondaga,,N/A,Economic,194,53,53
"Fedcap Rehabilitation Services, Inc (WeCARE Program) (Vandam Street)",2019-01-31,2018-10-24,2018-10-24,"80 Vandam Street, 7th Fl.  Manhattan, NY, 10013",New York,,N/A,Contract expired,6,107,107
"Fedcap Rehabilitation Services, Inc. (WeCARE Program) (Elm Place)",2019-01-31,2018-10-24,2018-10-24,"25 Elm Place, 6th FL.  Brooklyn, NY, 11201",Kings,,N/A,Contract expired,3,67,67
