Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"Reproductive Specialists of New York, LLP",2019-01-31,2018-11-02,2018-11-02,"200 Old Country Road, Suite 350  Mineola, NY, 11501",Nassau,,N/A,Economic,25,79,79
"Reproductive Specialists of New York, LLP",2019-01-31,2018-11-02,2018-11-02,"1111 Montauk Highway, Suite 204  West Islip, NY, 11795",Suffolk,,N/A,Economic,26,4,4
"Reproductive Specialists of New York, LLP",2019-01-31,2018-11-02,2018-11-02,"2500 Nesconset Highway, Building 23  Stony Brook, NY, 11790",Suffolk,,N/A,Economic,27,30,30
ResCare (Service Provider for Brooklyn Job Corps. Academy),2018-03-31,2018-03-08,2018-03-08,"585 DeKalb Avenue  Brooklyn, NY, 11205",Kings,,N/A,Economic,246,50,50
ResCare (Service Provider for South Bronx Job Corps Academy),2018-03-31,2018-03-08,2018-03-08,"1771 Andrews Ave.  Bronx, NY, 10453",Bronx,,N/A,Economic,245,109,109
Restaurant Associates (ABC Disney),2018-02-09,2018-01-18,2018-01-18,"47 West 66th Street  New York, NY, 10023",New York,,N/A,ABC Disney severed contract,1,50,50
"Restaurant Associates (Compass Group, USA, Inc.) (a Federal Reserve Bank of New York)",2018-07-31,2018-06-12,2018-06-12,"33 Liberty Street  New York, NY, 10045",New York,,N/A,Economic,150,53,53
"Restaurant Associates (Compass Group, USA, Inc.) (at Federal Reserve Bank of New York)",2018-07-31,2018-06-12,2018-06-12,"33 Maiden Lane  New York, NY, 10038",New York,,N/A,Economic,151,12,12
"Revival Pharmacy, LLC dba Citywide Pharmacy",2018-11-17,2018-08-20,2018-08-20,"5369 Kings Highway  Brooklyn, NY, 11203",Kings,,N/A,Acquisition by Specialty RX Inc,1,62,62
"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.",2018-01-12,2018-01-11,2018-01-11,"733 Third Avenue  New York, NY, 10017",New York,,N/A,Economic,274,84,84
Royal Industries,2019-01-11,2018-09-21,2018-09-21,"225 25th Street  Brooklyn, NY, 11232",New York,,N/A,Economic,75,77,77
Sam's Club (#6526),2018-04-13,2018-01-11,2018-01-11,"720 Fairmount Ave  Jamestown, NY, 14701",Chautauqua,,N/A,Economic,271,114,114
Sam's Club (#8171),2018-04-13,2018-01-11,2018-01-11,"2649 Erie Blvd E  Syracuse, NY, 13224",Onondaga,,N/A,Economic,275,151,151
Sam's Club (#8178),2018-04-13,2018-01-11,2018-01-11,"700 Elmridge Center Dr  Rochester, NY, 14626",Monroe,,N/A,Economic,272,144,144
Sam's Club (#8179),2018-04-13,2018-01-11,2018-01-11,"1600 Marketplace Drive  Rochester, NY, 14623",Monroe,,N/A,Economic,273,148,148
Sears Auto Center (Unit 06117 Rochester),2019-03-26,2018-12-27,2018-12-27,"10 Miracle Mile Dr,  Rochester, NY, 14623",Monroe,,N/A,Economic,2,9,9
Sears Auto Center (Unit #06217),2018-11-25,2018-08-22,2018-08-22,"200 Eastview Mall  Victor, NY, 14564",Ontario,,N/A,Economic,104,10,10
Sears Auto Center #06337,2018-09-30,2018-06-28,2018-06-28,"4155 State Route 31  Clay, NY, 13041",Onondaga,,N/A,Economic,137,5,5
Sears Auto Store (#06507),2018-04-08,2018-01-04,2018-01-04,"195 N Broadway  Hicksville, NY, 11801",Nassau,,N/A,Economic,280,17,17
Sears Auto Store (#06873),2018-04-08,2018-01-04,2018-01-04,"1300 Ulster Avenue  Kingston, NY, 12401",Ulster,,N/A,Economic,282,7,7
Sears Auto Store (Unit #06077),2018-07-08,2018-04-12,2018-04-12,"317 Greece Ridge Center Drive  Rochester, NY, 14626",Monroe,,N/A,Economic,197,9,9
Sears Full Line Store (#01264),2018-04-08,2018-01-04,2018-01-04,"195 N Broadway  Hicksville, NY, 11801",Nassau,,N/A,Economic,281,179,179
Sears Full Line Store (#02353),2018-04-08,2018-01-04,2018-01-04,"1300 Ulster Avenue  Kingston, NY, 12401",Ulster,,N/A,Economic,283,42,42
Sears Full Line Store (Unit #01514),2018-07-29,2018-05-03,2018-05-03,"6929 Williams Rd  Niagara Falls, NY, 14304",Niagara,,N/A,Economic,177,42,42
Sears Full Line Store (Unit #01524),2018-07-08,2018-04-12,2018-04-12,"317 Greece Ridge Center Drive  Rochester, NY, 14626",Monroe,,N/A,Economic,198,59,59
Sears Full Line Store (Unit #01584),2018-11-25,2018-08-22,2018-08-22,"200 Eastview Mall  Victor, NY, 14564",Ontario,,N/A,Economic,105,41,41
Sears Full Line Store #01623,2018-09-30,2018-06-28,2018-06-28,"4155 State Route 31  Clay, NY, 13041",Onondaga,,N/A,Economic,138,52,52
"Sears, Roebuck and Co. (Full Line Store Unit #01353)",2018-09-02,2018-05-31,2018-05-31,"3649 Erie Blvd E, Dewitt  Syracuse, NY, 13214",Onondaga,,N/A,Economic,158,38,38
"Sears, Roebuck and Co. (Sears Auto Center Unit #06955)",2018-09-02,2018-05-31,2018-05-31,"3649 Erie Blvd E, Dewitt  Syracuse, NY, 13214",Onondaga,,N/A,Economic,159,7,7
"Sears, Roebuck and Co. Auto Center Store (#06266)",2019-02-05,2018-11-08,2018-11-08,"3065 Route 50  Saratoga Springs, NY, 12866",Saratoga,,N/A,Economic,21,10,10
"Sears, Roebuck and Co. Auto Center Store #06424",2019-01-31,2018-10-15,2018-10-15,"100 W RT 59  Nanuet, NY, 10954",Rockland,,N/A,Economic,52,12,12
"Sears, Roebuck and Co. Full Line Store (#02173)",2019-02-05,2018-11-08,2018-11-08,"3065 Route 50  Saratoga Springs, NY, 12866",Saratoga,,N/A,Economic,22,23,23
"Sears, Roebuck and Co. Full Line Store (Unit 01894 Rochester)",2019-03-26,2018-12-27,2018-12-27,"10 Miracle Mile Dr,  Rochester, NY, 14623",Monroe,,N/A,Economic,3,70,70
"Sears, Roebuck and Co. Full Line Store #01004 (Garden City)",2019-01-31,2018-10-15,2018-10-15,"1111 Franklin Ave  Garden City, NY, 11530",Nassau,,N/A,Economic,49,126,126
"Sears, Roebuck and Co. Full Line Store #01414",2019-01-31,2018-10-15,2018-10-15,"3000 Fashion Drive  Nanuet, NY, 10954",Rockland,,N/A,Economic,53,76,76
"Sears, Roebuck and Co. Full Line Store #01504",2018-12-18,2018-09-20,2018-09-20,"Eastern Hills Mall 4545 Transit Road  Williamsville, NY, 14221",Erie,,N/A,Economic,76,65,65
"Sears, Roebuck and Co. Full Line Store #01944",2019-01-31,2018-10-15,2018-10-15,"600 Lee Blvd  Yorktown Heights, NY, 10598",Westchester,,N/A,Economic,55,55,55
"Sears, Roebuck and Co. Full Line Store #02584",2019-01-31,2018-10-15,2018-10-15,"RT 394 & Hunt Blvd.  Lakewood, NY, 14750",Chautauqua,,N/A,Economic,45,40,40
"Sears, Roebuck and Co. Full Line Store #02933",2018-11-25,2018-08-21,2018-08-21,"1400 Union Turnpike  New Hyde Park, NY, 11040",Nassau,,N/A,Economic,107,65,65
Seneca Foods Corporation,2018-09-28,2018-06-25,2018-06-25,"3709 Mill Street  Marion, NY, 14505",Wayne,,N/A,Economic,142,45,45
Senior Rehab Solutions (Norwegian Home and Health Center),2019-02-04,2018-01-07,2018-01-07,"1250 67th Street  Brooklyn, NY, 11219",Kings,,N/A,Economic,277,22,22
"Signature 102 North End Ave LLC, dba North End Grill (NYC)",2018-12-15,2018-09-14,2018-09-14,"104 North End Avenue  New York, NY, 10282",New York,,N/A,Economic,82,59,59
Sitel Operating Corporation,2018-05-06,2018-02-06,2018-02-06,"101 Canada Road  Painted Post, NY, 14870",Steuben,,N/A,Economic,256,71,71
Sitel Operating Corporation (Painted Post),2018-10-07,2018-07-10,2018-07-10,"101 Canada Road  Painted Post, NY, 14870",Steuben,,N/A,Departure of a client campaign,1,152,152
"Sodexo, Inc. (University Hospital of Brooklyn, SUNY Downstate Medical Center",2018-06-30,2018-03-26,2018-03-26,"445 Lenox Road  Brooklyn, NY, 11203",Kings,,N/A,Contract loss,1,108,108
Special Funds Conservation Committee,2018-10-12,2018-07-13,2018-07-13,"60 East 42nd Street, 27th Floor  New York, NY, 10165",New York,,N/A,Economic,130,43,43
Special Funds Conservation Committee,2018-10-12,2018-07-13,2018-07-13,"2875 Union Road, #3510  Cheektowaga, NY, 14227",Erie,,N/A,Economic,129,10,10
St. Giles New York - The Court Hotel,2018-04-12,2018-01-12,2018-01-12,"130 East 39th Street  New York, NY, 10016",New York,,N/A,Economic,270,72,72
St. Isidore Elementary School,2018-06-22,2018-03-13,2018-03-13,"515 Marcy Avenue  Riverhead, NY, 11901",Suffolk,,N/A,Economic,242,20,20
St. John Villa Academy,2018-06-30,2018-05-31,2018-05-31,"57 Cleveland Place  Staten Island, NY, 10305",Richmond,,N/A,Economic,162,71,71
"St. Lawrence Health Alliance, Inc.",2019-03-31,2018-12-28,2018-12-28,"3 Lyon Place  Ogdensburg, NY, 13669",St Lawrence,,N/A,The Claxton Hepburn Medical Center will assume operations and all employees will be offered employment,1,72,72
State Farm Mutual Automobile Insurance Company (Lakeville Operations Center),2018-11-30,2018-08-31,2018-08-31,"1985 Marcus Avenue, Suite 201  New Hyde Park, NY, 11042",Nassau,,N/A,Economic,88,82,82
Sterling National Bank,2018-09-28,2018-06-06,2018-06-06,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,14,7,7
Sterling National Bank - Boro Park Financial Center,2018-07-17,2018-04-16,2018-04-16,"5220 13th Avenue  Brooklyn, NY, 11219",Kings,,N/A,Acquisition of Astoria Bank by Sterling National,19,1,1
Sterling National Bank - Lefrak City Financial Center,2018-07-10,2018-04-09,2018-04-09,"57-07 Junction Blvd  Elmhurst, NY, 11373",Queens,,N/A,Acquisition of Astoria Bank by Sterling National,21,1,1
Sterling National Bank - Penn Plaza Financial Center,2018-07-17,2018-04-16,2018-04-16,"7 Penn Plaza  New York, NY, 10001",New York,,N/A,Acquisition of Astoria Bank by Sterling National,20,1,1
Sterling National Bank ( Jericho Plaza),2018-12-06,2018-06-06,2018-06-06,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,15,6,6
Sterling National Bank (Bicounty Boulevard),2018-04-22,2018-01-23,2018-01-23,"110 Bicounty Boulevard, Suite 102  Farmingdale, NY, 11735",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National B,3,2,2
Sterling National Bank (Broadhollow Road),2018-12-05,2018-09-06,2018-09-06,"290 Broadhollow Road   Melville, NY, 11747",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National B,1,2,2
"Sterling National Bank (Broadway, NY)",2018-12-05,2018-09-06,2018-09-06,"1412 Broadway  New York, NY, 10018",New York,,N/A,Acquisition of Astoria Bank by Sterling National,3,2,2
Sterling National Bank (Brooklyn),2018-09-19,2018-09-19,2018-09-19,"1045 Flatbush Avenue  Brooklyn, NY, 11226",Kings,,N/A,Acquisition of Astoria Bank by Sterling National Bank,6,1,1
Sterling National Bank (Brooklyn),2018-04-09,2018-01-09,2018-01-09,"2241 65 Street  Brooklyn, NY, 11204",Kings,,N/A,Acquisition of Astoria Bank by Sterling National,33,2,2
Sterling National Bank (Carmel),2019-02-13,2018-11-20,2018-11-20,"1875 Route 6  Carmel, NY, 10512",Putnam,,N/A,Acquisition of Astoria Bank by Sterling National Bank,1,1,1
Sterling National Bank (Coram),2018-04-09,2018-01-09,2018-01-09,"269 Middle Country Road  Coram, NY, 11727",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National,34,1,1
Sterling National Bank (Crossways Park),2018-04-22,2018-01-23,2018-01-23,"310 Crossways Park Drive  Woodbury, NY, 11797",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,25,1,1
Sterling National Bank (East Rockaway Financial Center),2018-10-09,2018-07-09,2018-07-09,"464 Atlantic Avenue  East Rockaway, NY, 11518",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,12,1,1
Sterling National Bank (Elmhurst),2018-12-12,2018-09-06,2018-09-06,"57-07 Junction Boulevard  Elmhurst, NY, 11373",Queens,,N/A,Acquisition of Astoria Bank by Sterling National,4,2,2
Sterling National Bank (Floral Park),2018-12-31,2018-09-28,2018-09-28,"155 Jericho Turnpike  Floral Park, NY, 11001",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,1,1,1
Sterling National Bank (Franklin Square),2018-07-31,2018-05-02,2018-05-02,"711 Franklin Avenue  Franklin Square, NY, 11010",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,17,1,1
Sterling National Bank (Franklin Square),2018-04-24,2018-01-22,2018-01-22,"955 Hempstead Turnpike  Franklin Square, NY, 11010",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,31,2,2
Sterling National Bank (Grand Central),2018-05-12,2018-02-12,2018-02-12,"622 3rd Avenue  New York, NY, 10017",New York,,N/A,Acquisition of Astoria Bank by Sterling National,23,2,2
Sterling National Bank (Great Neck Financial Center),2018-09-25,2018-06-25,2018-06-25,"98 Cuttermill Road  Great Neck, NY, 11021",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,13,1,1
Sterling National Bank (Greenvale Financial Center)),2018-11-20,2018-08-20,2018-08-20,"114 Northern Blvd  Greenvale, NY, 11548",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,6,2,2
Sterling National Bank (Huntington),2019-02-18,2018-11-20,2018-11-20,"1229 East Jericho Turnpike  Huntington, NY, 11743",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National Bank,2,2,2
Sterling National Bank (Jericho Plaza),2018-12-31,2018-09-28,2018-09-28,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,2,1,1
Sterling National Bank (Jericho Plaza),2018-04-22,2018-01-23,2018-01-23,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,26,8,8
Sterling National Bank (Kew Gardens),2018-05-05,2018-02-05,2018-02-05,"116-22 Metropolitan Avenue  Kew Gardens, NY, 11418",Queens,,N/A,Acquisition of Astoria Bank by Sterling National,24,2,2
Sterling National Bank (Melville Financial Center),2018-10-16,2018-07-16,2018-07-16,"532 Broadhollow Road  Melville, NY, 11747",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National,11,1,1
Sterling National Bank (Montauk Highway),2018-05-22,2018-02-15,2018-02-15,"861 Montauk Highway  West Babylon, NY, 11704",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National,22,2,2
Sterling National Bank (Nyack Financial Center),2018-11-06,2018-08-02,2018-08-02,"24 North Highland Avenue  Nyack, NY, 10960",Rockland,,N/A,Acquisition of Astoria Bank by Sterling National,10,2,2
Sterling National Bank (One Astoria),2018-04-22,2018-01-23,2018-01-23,"One Astoria Bank Plaza  Lake Success, NY, 11042",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,27,45,45
Sterling National Bank (One Marcus Ave),2018-10-31,2018-08-02,2018-08-02,"One Marcus Avenue  Lake Success, NY, 11042",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,9,1,1
Sterling National Bank (Patchogue),2018-08-07,2018-05-07,2018-05-07,"718 Medford Avenue  Patchogue, NY, 11172",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National,16,1,1
Sterling National Bank (Port Washington),2018-07-24,2018-04-23,2018-04-23,"110 Main Street  Port Washington, NY, 11050",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,18,1,1
Sterling National Bank (Rella Boulevard),2018-12-05,2018-09-06,2018-09-06,"400 Rella Boulevard  Montebello, NY, 10901",Rockland,,N/A,Acquisition of Astoria Bank by Sterling National,5,1,1
Sterling National Bank (Rella Boulevard),2018-04-22,2018-01-23,2018-01-23,"400 Rella Boulevard  Montebello, NY, 10901",Rockland,,N/A,Acquisition of Astoria Bank by Sterling National,29,60,60
Sterling National Bank (Ridge),2019-02-04,2018-11-20,2018-11-20,"1880 Middle Country Road  Ridge, NY, 11961",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National Bank,3,1,1
Sterling National Bank (Scarsdale Road),2018-04-22,2018-01-23,2018-01-23,"21 Scarsdale Road  Yonkers, NY, 10707",Westchester,,N/A,Acquisition of Astoria Bank by Sterling National,30,13,13
Sterling National Bank (Seventh Avenue),2018-04-22,2018-01-23,2018-01-23,"500 Seventh Avenue  New York, NY, 10018",New York,,N/A,Acquisition of Astoria Bank by Sterling National,28,7,7
Sterling National Bank (Shirley),2019-02-04,2018-11-20,2018-11-20,"999-25 Montauk Highway  Shirley, NY, 11967",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National Bank,4,1,1
Sterling National Bank (Towne Center at Somers),2019-02-04,2018-11-20,2018-11-20,"Towne Center at Somers  Somers, NY, 10589",Westchester,,N/A,Acquisition of Astoria Bank by Sterling National Bank,5,1,1
Sterling National Bank (West Hempstead),2018-04-24,2018-01-22,2018-01-22,"490 Hempstead Turnpike  West Hempstead, NY, 11797",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,32,1,1
Sterling National Bank (Yonkers-Grassy Sprain Financial Center),2018-11-20,2018-08-20,2018-08-20,"35 East Grassy Sprain Road  Greenvale, NY, 11548",Nassau,,N/A,Acquisition of Astoria Bank by Sterling National,7,1,1
Sterling National Bank (Yonkers-McLean Avenue Financial Center),2018-11-20,2018-08-20,2018-08-20,"865 McLean Avenue  Yonkers, NY, 10704",Westchester,,N/A,Acquisition of Astoria Bank by Sterling National,8,1,1
Sterling National Bank-Forest Hills Financial Center,2018-08-28,2018-05-29,2018-05-29,"108-01 Queens Blvd  Forest Hills, NY, 11375",Queens,,N/A,Acquisition of Astoria Bank by Sterling National B,2,4,4
"Sykes Enterprises, Incorporated (Amherst)",2018-03-31,2018-01-15,2018-01-15,"251 John James Audubon Pkwy   Amherst, NY, 14228",Erie,,N/A,Economic,267,89,89
Synaptics Incorporated,2018-07-20,2018-04-17,2018-04-17,"90 Linden Oaks  Rochester, NY, 14625",Monroe,,N/A,Economic,193,40,40
"Tahari ASL, LLC",2018-08-31,2018-05-29,2018-05-29,"1114 Avenue of the Americas, 8th Floor  New York, NY, 10036",New York,,N/A,Economic,166,137,137
Target Corporation (Commack Store T1387),2019-02-02,2018-10-29,2018-10-29,"4 Henry St.  Commack, NY, 11725",Suffolk,,N/A,Economic,30,182,182
The Mandell School (Lincoln Square),2018-06-30,2018-03-30,2018-03-30,"150 Amsterdam Avenue  New York, NY, 10023",New York,,N/A,Economic,211,20,20
The Mandell School (Upper West Side),2018-06-30,2018-03-30,2018-03-30,"775 Columbus Avenue  New York, NY, 10025",New York,,N/A,Economic,212,24,24
The Mandell School (West Village),2018-06-30,2018-03-30,2018-03-30,"60 Christopher Street  New York, NY, 10014",New York,,N/A,Economic,213,14,14
The Neiman Marcus Group LLC Last Call,2018-07-27,2018-04-16,2018-04-16,"Woodbury Commons, 934 Adirondack Way  Central Valley, NY, 10917",Orange,,N/A,Economic,195,40,40
The Research Foundation for the State University of New York (Buffalo State Campus),2018-12-31,2018-09-28,2018-09-28,"3 Marcus Boulevard, Room 105  Albany, NY, 12205",Albany,,N/A,Loss of contract,1,10,10
The Research Foundation for the State University of New York (Buffalo State Campus),2018-12-31,2018-09-28,2018-09-28,"61 Broadway, 3rd floor  New York, NY, 10006",New York,,N/A,Loss of contract,5,14,14
The Research Foundation for the State University of New York (Buffalo State Campus),2018-12-31,2018-09-28,2018-09-28,"95 Allens Creek Road, Building #1  Rochester, NY, 14618",Monroe,,N/A,Loss of contract,4,9,9
The Research Foundation for the State University of New York (Buffalo State Campus),2018-12-31,2018-09-28,2018-09-28,"200 Elwood Davis Road  Liverpool, NY, 13088",Onondaga,,N/A,Loss of contract,6,6,6
The Research Foundation for the State University of New York (Buffalo State Campus),2018-12-31,2018-09-28,2018-09-28,"425 Michigan Avenue  Buffalo, NY, 14203",Erie,,N/A,Loss of contract,2,29,29
The Research Foundation for the State University of New York (Buffalo State Campus),2018-12-31,2018-09-28,2018-09-28,"1300 Elmwood Avenue  Buffalo, NY, 14222",Erie,,N/A,Loss of contract,3,11,11
"Thomson Reuters Corporation (Operations and Enablement - Technology, Content Operations & Legal Editorial)",2019-02-28,2018-11-13,2018-11-13,"50 East Broad Street  Rochester, NY, 14614",Monroe,,N/A,Economic,20,207,207
Time Warner Global Media Group Inc.,2018-11-09,2018-08-09,2018-08-09,"One Time Warner Center  New York, NY, 10019",New York,,N/A,Economic,112,3,3
Tonawanda Coke Corporation,2018-10-14,2018-10-15,2018-10-15,"3875 River Road  Tonawanda, NY, 14151",Erie,,N/A,Economic,47,129,129
"Tops Markets, LLC (Str #372 Valley Plaza)",2018-11-27,2018-08-29,2018-08-29,"4141 South Salina St.  Syracuse, NY, 13205",Onondaga,,N/A,Economic,94,57,57
"Tops Markets, LLC (Str #400 Lake Ave.)",2018-11-27,2018-08-29,2018-08-29,"710 Lake Avenue  Rochester, NY, 14613",Monroe,,N/A,Economic,91,64,64
"Tops Markets, LLC (Str#370 Westvale)",2018-11-27,2018-08-29,2018-08-29,"2120 West Genesee St.  Syracuse, NY, 13219",Onondaga,,N/A,Economic,95,67,67
"Tops Markets, LLC (Str#410)",2018-11-27,2018-08-29,2018-08-29,"Winton Rd  Rochester, NY, 14610",Monroe,,N/A,Economic,92,64,64
"Tops Markets, LLC (Str#419 Perinton)",2018-11-27,2018-08-29,2018-08-29,"6720 Pittsford/Palmyra Rd.  Fairport, NY, 14450",Monroe,,N/A,Economic,93,70,70
"Tops Markets, LLC (Str#436 Geneva)",2018-11-27,2018-08-29,2018-08-29,"RT 5 & 20 Pyramid Mall  Geneva, NY, 14456",Ontario,,N/A,Economic,96,79,79
"Tops Markets, LLC (Str#551 Elmira)",2018-11-27,2018-08-29,2018-08-29,"299 S. Main Street  Elmira, NY, 14904",Chemung,,N/A,Economic,90,91,91
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us (Bronx)",2018-06-16,2018-03-15,2018-03-15,"610 Exterior Street  Bronx, NY, 10451",Bronx,,N/A,Economic,235,69,69
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us (Brooklyn)",2018-06-16,2018-03-15,2018-03-15,"8973-95 Bay Parkway  Brooklyn, NY, 11214",Kings,,N/A,Economic,236,108,108
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us (Carle Place)",2018-06-13,2018-03-15,2018-03-15,"117 Old Country Road  Carle Place, NY, 11514",Nassau,,N/A,Economic,237,70,70
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us (Valley Stream)",2018-06-16,2018-03-15,2018-03-15,"300 West Sunrise Highway  Valley Stream, NY, 11581",Nassau,,N/A,Economic,238,70,70
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)",2018-04-26,2018-01-26,2018-01-26,"1350 Corporate Drive  Westbury, NY, 11590",Nassau,,N/A,Economic,258,54,54
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6389 College Point)",2018-04-26,2018-01-26,2018-01-26,"139-19 20th Avenue  College Point, NY, 11356",Queens,,N/A,Economic,260,51,51
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)",2018-04-26,2018-01-26,2018-01-26,"2700 Central Park Avenue  Yonkers, NY, 10710",Westchester,,N/A,Economic,262,49,49
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)",2018-04-26,2018-01-26,2018-01-26,"24-30 Union Square E.  New York, NY, 10003",New York,,N/A,Economic,259,75,75
"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)",2018-04-26,2018-01-26,2018-01-26,"66-26 Metropolitan Avenue  Queens, NY, 11379",Queens,,N/A,Economic,261,60,60
Trans-Packers Services Corp.,2018-07-31,2018-04-30,2018-04-30,"419-429 Vandervoort Avenue  Brooklyn, NY, 11222",Kings,,N/A,Relocating to New Jersey facility,1,105,105
"Triangle Aviation Services, Inc. (at JFK Airport, Terminal 8 - LATAM Airline Group)",2018-08-01,2018-05-01,2018-05-01,"John F. Kennedy Airport, Terminal 8  Jamaica, NY, 11436",Queens,,N/A,Loss of Contract with Jet Blue,1,85,85
"Tribune 365, LLC",2018-10-24,2018-07-24,2018-07-24,"4 New York Plaza  New York, NY, 10004",New York,,N/A,Economic,122,5,5
TRS Staffing Solutions,2018-05-03,2018-02-02,2018-02-02,"2455 South Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,Due to a loss of a services contract with Fluor,2,4,4
Umami Burger @ Hudson Hotel,2018-01-07,2018-04-25,2018-04-25,"358 West 58th Street  New York, NY, 10019",New York,,N/A,Economic,184,66,66
"Union Beer Distributors, LLC (Warehouse and Distribution Units)",2018-04-22,2018-01-22,2018-01-22,"1213 Grand Street  Brooklyn, NY, 11211",Kings,,N/A,Economic,264,233,233
"Union Square Catering Facility, Inc. (The Coffee Shop)",2018-10-11,2018-07-08,2018-07-08,"29 Union Square West  New York, NY, 10003",New York,,N/A,Economic,133,150,150
"Van Trans, LLC & Attendant, LLC (Pelham Manor)",2018-09-05,2018-06-04,2018-06-04,"670 Hillside Road  Pelham Manor, NY, 10803",Westchester,,N/A,Contract loss with DOE,1,333,333
"Vanguard Graphics LLC, aka Vanguard Printing LLC",2018-08-16,2018-06-29,2018-06-29,"17 Hall Woods Road  Ithaca, NY, 14850",Tompkins,,N/A,Economic,135,120,120
VillageCare Health Home,2018-12-23,2018-09-24,2018-09-24,"154 Christopher Street  New York, NY, 10014",New York,,N/A,Economic,73,68,68
VNS CHOICE dba VNSNY CHOICE (Medicare Advantage Sales Department),2018-07-30,2018-05-02,2018-05-02,"1250 Broadway  New York, NY, 10001",New York,,N/A,Economic,178,43,43
VWR (Part of Avantor),2018-08-28,2018-02-28,2018-02-28,"3 Lincoln Boulevard  Rouses Point, NY, 12979",Clinton,,N/A,Economic,249,27,27
Walmart (store #3441),2018-08-17,2018-07-24,2018-07-24,"275 Main Street  White Plains, NY, 10601",Westchester,,N/A,Economic,123,396,396
"Warner Media, LLC (formerly Time Warner Inc.)",2018-11-09,2018-08-09,2018-08-09,"One Time Warner Center  New York, NY, 10019",New York,,N/A,Merger,1,94,94
Warner Music Inc. (Office),2018-06-29,2018-03-29,2018-03-29,"1633 Broadway  New York, NY, 10019",New York,,N/A,Economic,219,3,3
Wells Fargo (Retail Fulfillment Unit),2018-08-23,2018-08-23,2018-08-23,"179 Sully Trail  Pittsford, NY, 14534",Monroe,,N/A,Economic,103,9,9
Wells Fargo (Retail Fulfillment Unit),2018-08-30,2018-05-31,2018-05-31,"179 Sully Trail  Pittsford, NY, 14534",Monroe,,N/A,Economic,157,28,28
Williamsburg Northside Infant &Toddler Center,2018-06-30,2018-03-27,2018-03-27,"70 Havemeyer St.  Brooklyn, NY, 11211",Kings,,N/A,Economic,222,26,26
Xylem Inc. (Global Financial Shared Services Department),2018-10-07,2018-07-12,2018-07-12,"2881 E Bayard Street  Seneca Falls, NY, 13148",Seneca,,N/A,Economic,132,1,1
Xylem Inc. (Global Financial Shared Services Department),2018-06-29,2018-03-30,2018-03-30,"2881 E Bayard Street  Seneca Falls, NY, 13148",Seneca,,N/A,Economic,214,7,7
Xylem Inc. (Global Financial Shared Services Department),2018-06-01,2018-03-02,2018-03-02,"2881 E Bayard Street  Seneca Falls, NY, 13148",Seneca,,N/A,Economic,248,36,36
