Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Envoy Air. Inc.,2015-06-01,2015-05-22,2015-05-22,"John F. Kennedy International Airport Terminal 8 Bldg 56, Gate 31 & 35  Jamaica, NY, 11430",Queens,,N/A,Economic,149,693,693
Erik M. Taylor Center - Corizon Health,2015-12-31,2015-09-28,2015-09-28,"10-10 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,55,67,67
Esterline Norwich Aero Products,2015-12-31,2015-08-25,2015-08-25,"50 O'Hara Drive  Norwich, NY, 13815",Chenango,,N/A,Petition,4,76,76
"Euromarket Designs, Inc. d/b/a Crate & Barrel",2015-08-06,2015-06-07,2015-06-07,"650 Madison Avenue  New York, NY, 10022",New York,,N/A,Economic,134,137,137
"Father Flanagan's Boys' Home d/b/a Boys Town New York, Incl (Boys Town)",2015-09-19,2015-06-19,2015-06-19,"451 Park Avenue South, 2nd Floor  New York, NY, 10016",New York,,N/A,Economic,129,83,83
"FC Modular, LLC",2016-02-29,2015-11-30,2015-11-30,"Brooklyn Navy Yard, 63 Flushing Avenue, Bldg. 293  Brooklyn, NY, 11205",Kings,,N/A,Economic,16,194,194
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-04-20,2015-01-20,2015-01-20,"315 Hudson Street  New York, NY, 10013",New York,,N/A,Company Restructuring,8,974,974
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All Bronx locations (15 sites)  New York, NY, 10013",Bronx,,N/A,Company Restructuring,1,239,239
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All Brooklyn Locations (7 sites)  New York, NY, 10013",Kings,,N/A,Company Restructuring,2,157,157
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All Hempstead Locations (3 sites)  Coram, NY, 11727",Nassau,,N/A,Company Restructuring,3,108,108
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All NYC Locations (7 sites)  New York, NY, 10013",New York,,N/A,Company Restructuring,5,293,293
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All OB Locations (2 sites)  Coram, NY, 11727",Nassau,,N/A,Company Restructuring,4,60,60
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All Queens Locations (3 sites)  New York, NY, 10013",Queens,,N/A,Company Restructuring,6,33,33
"Federation Employment and Guidance Services, Inc. (Health & Human Services)",2015-05-21,2015-02-23,2015-02-23,"All Suffolk Locations (9 sites)  Coram, NY, 11727",Suffolk,,N/A,Company Restructuring,7,177,177
"FEGS Family Care Services-Jewish Care Services of Long Island, Inc.",2015-03-01,2015-02-18,2015-02-18,"424 East 147th Street 4th Floor  Bronx, NY, 10455",Bronx,,N/A,Termination of contract with NYC Administration for,1,80,80
"Ferguson NY Metro, Inc.",2015-06-05,2015-03-04,2015-03-04,"152 41st St  Brooklyn, NY, ",Kings,,N/A,Economic,261,12,12
"Ferguson NY Metro, Inc.",2015-06-05,2015-03-04,2015-03-04,"5002 2nd Avenue  Brooklyn, NY, ",Kings,,N/A,Economic,262,19,19
Festo Corporation - Regional Service Center,2015-12-31,2015-09-24,2015-09-24,"395 Moreland Road  Hauppauge, NY, 11788",Suffolk,,N/A,Relocation to Ohio,1,33,33
Festo Corporation - Regional Service Center,2015-12-31,2015-09-24,2015-09-24,"430 Wireless Boulevard  Hauppauge, NY, 11788",Suffolk,,N/A,Relocation to Ohio,2,42,42
First American International Bank,2015-11-21,2015-08-19,2015-08-19,"107-50 Queens Blvd  Forest Hills, NY, 11375",Queens,,N/A,Economic,72,2,2
First Student,2015-07-01,2015-04-17,2015-04-17,"1301 Hillside Avenue  Niskayuna, NY, 14608",Schenectady,,N/A,Economic,172,62,62
Fujitsu Frontech North American Inc. (FFNA),2015-05-04,2015-02-03,2015-02-03,"651 Route 3  Plattsburgh, NY, 12901",Clinton,,N/A,Corporate reorganization sale to Fujitsu America Inc,1,38,38
"Gameloft, Inc.",2015-07-08,2015-07-08,2015-07-08,"275 7th Avenue  New York, NY, 10001",New York,,N/A,Economic,96,68,68
Gamma North Corporation,2015-01-28,2015-01-26,2015-01-26,"13595 Broadway  Alden, NY, 14004",Erie,,N/A,Petition,14,81,81
Garda Cash Logistics,2015-04-23,2015-01-23,2015-01-23,"1640 Veterans Memorial Highway  Central Islip, NY, 11722",Suffolk,,N/A,Consolidation of operations with Long Island City,1,86,86
General Electric Company,2016-01-23,2015-10-26,2015-10-26,"381 Broadway  Fort Edward, NY, 12838",Washington,,N/A,Relocation of Operations,1,128,128
George Motchan Detention Center - Corizon Health,2015-12-31,2015-09-28,2015-09-28,"15-15 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,56,111,111
George R. Vierno Center - Corizon Health,2015-12-31,2015-09-28,2015-09-28,"09-09 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,57,125,125
"GeriMedix, Inc.",2015-09-30,2015-06-30,2015-06-30,"421 Van Brunt Street  Brooklyn, NY, 11235",Kings,,N/A,Relocation to South Plainfield NJ,1,52,52
Getinge Sourcing LLC,2015-09-01,2015-06-04,2015-06-04,"1777 East Henrietta Road  Rochester, NY, 14623",Monroe,,N/A,Petition,6,69,69
Gildan Apparel USA formerly New Buffalo Shirt Factory,2015-06-01,2015-04-30,2015-04-30,"4055 Casilio Parkway  Clarence, NY, 14031",Erie,,N/A,Petition,11,85,85
GL Bus Lines Inc.,2015-09-14,2015-02-02,2015-02-02,"777 Eighth Avenue  New York, NY, 10036",New York,,N/A,Economic,275,149,149
Gold Pure Food Products Co. Inc.,2015-07-31,2015-07-21,2015-07-21,"1 Brooklyn Road  Hempstead Village, NY, 11550",Suffolk,,N/A,Asset Purchase Agreement with Gold s Pure Foods L,1,56,56
Goya Foods,2015-07-16,2015-04-16,2015-04-16,"201 Grumman Road West  Bethpage, NY, 11714",Nassau,,N/A,Economic,174,57,57
"Grandpa's Bus Co., Inc.",2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,213,29,29
"Grandpa's Bus Co., Inc.",2015-06-26,2015-03-27,2015-03-27,"230-19 Rockaway Blvd.  Jamaica, NY, 11413",Queens,,N/A,Economic,214,78,78
"Grandpa's Bus Co., Inc.",2015-06-26,2015-03-27,2015-03-27,"432 Zerega Avenue  Bronx, NY, 10473",Queens,,N/A,Economic,215,94,94
"Grandpa's Bus Co., Inc.",2015-06-26,2015-03-27,2015-03-27,"Pelham Parkway, Bronx Block 4411 Partial Lot 1  Bronx, NY, 10461",Queens,,N/A,Economic,216,55,55
Health Republic Insurance of New York,2015-11-20,2015-10-02,2015-10-02,"30 Broad Street  New York, NY, 10004",New York,,N/A,Economic,39,147,147
HHH Home Care Inc.,2015-06-16,2015-03-18,2015-03-18,"2100 Bartow Avenue  Bronx, NY, 10475",Bronx,,N/A,Cessation of management services to Licensed Home,1,72,72
"Hillstone Restaurant Group, Inc. d/b/a Houston's Restaurant",2015-12-30,2015-10-19,2015-10-19,"Unit 1161-B Roosevelt Field Mall  Garden City, NY, 11530",Nassau,,N/A,Lease Expiration,1,71,71
Homes for the Homeless (HFH),2015-06-30,2015-03-20,2015-03-20,"521 West 49th Street  New York, NY, 10019",New York,,N/A,Economic,252,34,34
Honeywell Scanning and Mobility,2015-12-31,2015-08-26,2015-08-26,"700 Visions Drive POB 208  Skaneateles Falls, NY, 13153",Onondaga,,N/A,Petition,3,1,1
Honeywell Scanning and Mobility,2015-09-30,2015-05-28,2015-05-28,"700 Visions Drive POB 208  Skaneateles Falls, NY, 13153",Onondaga,,N/A,Economic,144,1,1
Honeywell Scanning and Mobility,2015-07-01,2015-04-23,2015-04-23,"700 Visions Drive POB 208  Skaneateles Falls, NY, 13153",Onondaga,,N/A,Economic,164,41,41
Hoyt Transportation Corp.,2015-06-30,2015-03-26,2015-03-26,"1271 Randall Avenue  Bronx, NY, 10474",Bronx,,N/A,Non renewal of contract with NYC DOE,1,349,349
HP Hood LLC -  Heluva Good Cheese Plant,2015-06-26,2015-04-16,2015-04-16,"6551 Pratt Road  Sodus, NY, 14551",Wayne,,N/A,Economic,175,60,60
HP Hood LLC -  Heluva Good Country Store,2015-07-15,2015-04-16,2015-04-16,"6152 Barclay Road  Sodus, NY, 14551",Wayne,,N/A,Economic,176,6,6
"Hugo Neu Recycling, LLC",2015-06-15,2015-01-28,2015-01-28,"518 Franklin Avenue  Mount Vernon, NY, 10550",Westchester,,N/A,Relocation to Kearny NJ,1,27,27
"Hunter Ambulette-Ambulance, Inc.",2016-01-03,2015-10-05,2015-10-05,"163-15 46th Avenue  Flushing, NY, 11358",Queens,,N/A,Loss of contract with New York Presbyterian Hospital,1,113,113
IAC Acoustics,2015-11-17,2015-11-17,2015-11-17,"1776  Eastchester Road, Suite 210  Bronx, NY, 10462",Bronx,,N/A,Economic,25,26,26
"Ideel, Inc.",2016-02-01,2015-11-03,2015-11-03,"620 8th Avenue, 45th Floor  New York, NY, 10018",New York,,N/A,Relocation of operations to Chicago,1,63,63
"Ideel, Inc.",2015-11-09,2015-08-10,2015-08-10,"620 8th Avenue, 45th Floor  New York, NY, 10018",New York,,N/A,Economic,76,39,39
"Institutes of Applied Human Dynamics, Inc.",2015-10-08,2015-07-09,2015-07-09,"32 Warren Avenue  Tarrytown, NY, 10591",Westchester,,N/A,Economic,94,10,10
"Institutes of Applied Human Dynamics, Inc.",2015-10-08,2015-07-09,2015-07-09,"3625 Bainbridge Avenue  Bronx, NY, 10467",Bronx,,N/A,Economic,92,28,28
J.C. Penney Store #2101 Hudson Valley Mall,2015-04-07,2015-01-06,2015-01-06,"1300 Ulster Avenue, Suite 210  Kingston, NY, 12401",Ulster,,N/A,Economic,308,72,72
Jack Spade and Kate Spade Saturday,2015-02-13,2015-02-02,2015-02-02,"2 Park Avenue  New York, NY, 10016",New York,,N/A,Brand overhaul,1,47,47
Jaffe & Asher LLP,2016-02-23,2015-11-25,2015-11-25,"600 East 3rd Avenue  New York, NY, 10016",New York,,N/A,Economic,21,75,75
Jefferies LLC - Bache Division,2015-07-08,2015-04-09,2015-04-09,"520 Madison Avenue, 10th Floor  New York, NY, 10022",New York,,N/A,Economic,181,120,120
Jewish Board of Family and Children Services - Hempstead Mental Health Clinic,2015-12-31,2015-10-16,2015-10-16,"175 Fulton Street  Hempstead, NY, ",Nassau,,N/A,Surrendering it s OMH Clinic License,3,72,72
Jewish Board of Family and Children Services - The Central Islip Mental Health Clinic and ACT Program (and other Suffolk County Programs),2016-01-31,2015-10-22,2015-10-22,"320 Carleton Avenue  Central Islip, NY, ",Suffolk,,N/A,Surrendering it s OMH Clinic License,1,42,42
Jewish Board of Family and Children Services - The Copiague Mental Health Clinic and PROS Possibilities (and other Suffolk County Programs),2016-01-31,2015-10-22,2015-10-22,"445 Oak Street  Copiague, NY, ",Suffolk,,N/A,Surrendering it s OMH Clinic License,2,109,109
"Jofaz Transportation, Inc.",2015-06-30,2015-03-17,2015-03-17,"1 Coffey Street  Brooklyn, NY, 11231",Kings,,N/A,Loss of Contract with NYS DOE,2,350,350
Johnson Controls @ Eastman Kodak Company (Kodak Research Labs),2015-09-15,2015-06-16,2015-06-16,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Contract Expiration,2,32,32
"Johnson Controls, Inc. @ Bristol Myers Squibb",2015-07-31,2015-05-01,2015-05-01,"6000 Thompson Road  East Syracuse, NY, 13057",Onondaga,,N/A,Economic,156,39,39
Jones Apparel (US) LLC Jones New York Brand,2015-01-29,2015-01-29,2015-01-29,"525 Seventh Avenue  New York, NY, 10018",New York,,N/A,Economic,278,30,30
Jones Apparel (US) LLC Jones New York Brand,2015-01-29,2015-01-29,2015-01-29,"1411 Broadway  New York, NY, 10018",New York,,N/A,Economic,279,199,199
JP Morgan Chase & Co. - Global Technology Department,2015-04-01,2015-04-01,2015-04-01,"100 College Place Syracuse University, Lyman Hall  Syracuse, NY, 13244",Onondaga,,N/A,Economic,183,91,91
JP Morgan Chase & Co. (Chase Mortgage Precisionmatics Banking),2015-06-24,2015-03-27,2015-03-27,"1 Chase Square  Rochester, NY, 14643",Monroe,,N/A,Economic,208,390,390
JPMorgan Chase & Co.- Chase's Consumer & Community Banking Operations,2015-12-16,2015-09-18,2015-09-18,"900 Stewart Avenue  Garden City, NY, 11530",Nassau,,N/A,Economic,65,195,195
Kraft Heinz Foods Company,2015-08-14,2015-08-11,2015-08-11,"555 South Broadway  Tarrytown, NY, 10591",Westchester,,N/A,Merger between Kraft Foods Group Inc and the H J,1,129,129
"Krinos Foods, LLC",2016-03-15,2015-04-29,2015-04-29,"47-00 Northern Blvd  Long Island City, NY, 11101",Queens,,N/A,Relocation of operations to the Bronx NY,1,70,70
Lackmann Culinary Services c/o Stony Brook University,2015-05-13,2015-05-07,2015-05-07,"Kelly Dining Center  Stony Brook, NY, 11794",Suffolk,,N/A,Loss of Contract,6,386,386
"Land O'Lakes, Inc.- Freshway Distributors",2015-08-05,2015-05-05,2015-05-05,"40 Ludy Street  Hicksville, NY, 11802",Nassau,,N/A,Economic,154,32,32
Liberty Healthcare Corporation @ Westchester Behavioral Health Center,2015-11-30,2015-08-31,2015-08-31,"100 Woods Road  Valhalla, NY, 10595",Westchester,,N/A,Contract termination,1,199,199
LifeMed Pharmacy LLC,2015-05-31,2015-03-31,2015-03-31,"447 Doughty Boulevard  Inwood, NY, 11096",Nassau,,N/A,Sale of company,1,65,65
Little Linda Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,217,12,12
Little Linda Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,218,2,2
Little Linda Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,186,0,0
Little Linda Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,187,0,0
Little Linda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,219,12,12
Little Linda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,220,1,1
Little Linda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,188,0,0
Little Linda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,189,0,0
Little Lisa Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,221,0,0
Little Lisa Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,222,0,0
Little Lisa Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,190,25,25
Little Lisa Bus Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,191,45,45
Little Lisa Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,223,0,0
Little Lisa Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,224,0,0
Little Lisa Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,192,26,26
Little Lisa Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,193,45,45
"Little Richie Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,225,239,239
"Little Richie Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,226,138,138
"Little Richie Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,194,84,84
"Little Richie Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,195,,
Little Richie Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,227,235,235
Little Richie Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,228,128,128
Little Richie Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,196,84,84
Little Richie Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,197,84,84
Logan Bus Company Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,229,196,196
Logan Bus Company Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,230,53,53
Logan Bus Company Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,198,30,30
Logan Bus Company Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,199,30,30
Logan Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,231,190,190
Logan Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,232,30,30
Logan Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,200,30,30
Logan Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,201,30,30
"Logan Transportation Systems, Inc.",2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,233,0,0
"Logan Transportation Systems, Inc.",2015-06-26,2015-03-27,2015-03-27,"230-19 Rockaway Blvd.  Jamaica, NY, 11413",Queens,,N/A,Economic,234,0,0
"Logan Transportation Systems, Inc.",2015-06-26,2015-03-27,2015-03-27,"432 Zerega Avenue  Bronx, NY, 10473",Queens,,N/A,Economic,235,34,34
"Logan Transportation Systems, Inc.",2015-06-26,2015-03-27,2015-03-27,"Pelham Parkway, Bronx Block 4411 Partial Lot 1  Bronx, NY, 10461",Queens,,N/A,Economic,236,0,0
"Lorinda Enterprises, Ltd",2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,237,40,40
"Lorinda Enterprises, Ltd.",2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,238,102,102
"Lorinda Enterprises, Ltd.",2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,202,12,12
"Lorinda Enterprises, Ltd.",2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,203,11,11
Lorinda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"97-14 Atlantic Avenue  Ozone Park, NY, 11416",Queens,,N/A,Economic,239,102,102
Lorinda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,240,40,40
Lorinda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1310 Oakpoint Avenue  Bronx, NY, 10474",Bronx,,N/A,Economic,204,20,20
Lorinda Matron Co. Inc.,2015-06-26,2015-03-27,2015-03-27,"1616 Stillwell Avenue  Bronx, NY, 10461",Bronx,,N/A,Economic,205,11,11
"Lorissa Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"145-40 155th Street  Jamaica, NY, 11434",Queens,,N/A,Economic,241,131,131
"Lorissa Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"230-19 Rockaway Blvd.  Jamaica, NY, 11413",Queens,,N/A,Economic,242,0,0
"Lorissa Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"432 Zerega Avenue  Bronx, NY, 10473",Queens,,N/A,Economic,243,1,1
"Lorissa Bus Service, Inc.",2015-06-26,2015-03-27,2015-03-27,"Pelham Parkway, Bronx Block 4411 Partial Lot 1  Bronx, NY, 10461",Queens,,N/A,Economic,244,0,0
Macy's - Rotterdam  Square Store,2015-04-12,2015-01-08,2015-01-08,"93 West Campbell Road  Schenectady, NY, 12306",Schenectady,,N/A,Economic,302,90,90
Macy's - Shoppingtown Mall Store,2015-04-12,2015-01-08,2015-01-08,"3649 Erie Boulevard  DeWitt, NY, 13214",Onondaga,,N/A,Economic,301,87,87
Manhattan Detention Center - Corizon Health,2015-12-31,2015-09-28,2015-09-28,"125 White Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,58,52,52
"Maximus Federal Services, Inc.",2015-04-19,2015-01-20,2015-01-20,"3750 Monroe Avenue, Suite 700  Pittsford, NY, 14534",Monroe,,N/A,Loss of Contract under QIC Part A,1,52,52
McDonald's - Angel 10th Ave. Food Corporation,2015-12-31,2015-09-30,2015-09-30,"427 10th Avenue  New York, NY, 10001",New York,,N/A,Economic,48,65,65
"Mel S. Harris and Associates, LLC",2015-09-04,2015-06-02,2015-06-02,"5 Hanover Square, 8th Floor  New York, NY, 10004",New York,,N/A,Economic,138,53,53
Menorah Home & Hospital for the Aged/Adult Day Health Center,2015-10-25,2015-07-27,2015-07-27,"6202 16th Avenue  Brooklyn, NY, 11204",Kings,,N/A,Economic,82,47,47
Menorah Licensed Homecare,2015-09-15,2015-07-31,2015-07-31,"2700 North Forest Road  Getzville, NY, 14068",Erie,,N/A,Economic,78,63,63
Metro Cable Communications Inc.,2015-03-18,2015-03-14,2015-03-14,"2658 Borough Place  Woodside, NY, 11377",Queens,,N/A,Economic,255,226,226
Michael Malotz Skilled Nursing Facility (Michael Malotz),2015-09-01,2015-03-31,2015-03-31,"120 Odell Avenue  Yonkers, NY, 10701",Westchester,,N/A,Sale of Business,10,226,226
Milberg LLP,2015-12-27,2015-09-29,2015-09-29,"One Pennsylvania Plaza  New York, NY, 10119",New York,,N/A,Economic,50,32,32
Milestone School for Child Development,2015-06-24,2015-03-27,2015-03-27,"15 Hanover Place  Brooklyn, NY, 11201",Kings,,N/A,Economic,207,73,73
Milleridge Cottage,2015-12-31,2015-09-30,2015-09-30,"585 North Broadway  Jericho, NY, 11753",Nassau,,N/A,Economic,45,44,44
Milleridge Inn,2015-12-31,2015-09-30,2015-09-30,"585 North Broadway  Jericho, NY, 11753",Nassau,,N/A,Economic,46,103,103
Milleridge Village,2015-12-31,2015-09-30,2015-09-30,"585 North Broadway  Jericho, NY, 11753",Nassau,,N/A,Economic,47,27,27
"Misys International Banking Systems, Inc.",2015-11-30,2015-09-01,2015-09-01,"1180 Avenue of the Americas  New York, NY, 10036",New York,,N/A,Relocation of certain operations out of NY State,1,54,54
Morgan Stanley (Various NYC sites),2016-03-07,2015-12-08,2015-12-08,"1585 Broadway  New York, NY, 10036",New York,,N/A,Economic,10,414,414
Morgans Hotel Group Management LLC @ Mondrian Soho Hotel,2015-03-23,2015-02-27,2015-02-27,"9 Crosby Street  New York, NY, 10013",New York,,N/A,Transfer of ownership to Interstate,1,198,198
Morris Okun Inc. - New York City Terminal Market,2015-06-12,2015-03-13,2015-03-13,"Hunts Point  Bronx, NY, 10474",Bronx,,N/A,Sale of site to Katzman Produce Inc,1,115,115
"Morrison Management Specialists, Inc. at Nostrand Nursing and Rehabilitation Center",2015-09-30,2015-08-31,2015-08-31,"270 Nostrand Avenue  Brooklyn, NY, 11205",Kings,,N/A,Loss of Contract for Services,1,40,40
Mount Kisco Medical Group PC (MKMG),2015-08-30,2015-06-01,2015-06-01,"30 Columbia Street  Poughkeepsie, NY, 12601",Dutchess,,N/A,Economic,139,1,1
Mount Kisco Medical Group PC (MKMG),2015-08-30,2015-06-01,2015-06-01,"110 South Bedford Road  Mount Kisco, NY, 10549",Westchester,,N/A,Economic,142,4,4
Mount Kisco Medical Group PC (MKMG),2015-08-30,2015-06-01,2015-06-01,"480 North Bedford Road  Chappaqua, NY, 10514",Westchester,,N/A,Economic,143,71,71
Mount Kisco Medical Group PC (MKMG),2015-08-30,2015-06-01,2015-06-01,"600 Westage Business Center Drive  Fishkill, NY, 12524",Dutchess,,N/A,Economic,140,27,27
Mount Kisco Medical Group PC (MKMG),2015-08-30,2015-06-01,2015-06-01,"6734  Route 9  Rhinebeck, NY, 12572",Dutchess,,N/A,Economic,141,6,6
"MYPublisher, Inc. (Shutterfly)",2015-05-01,2015-01-28,2015-01-28,"8 Westchester Plaza  Elmsford, NY, 10523",Westchester,,N/A,Economic,281,46,46
"Narco Freedom, Inc. (Various sites in NYC)",2015-09-21,2015-07-29,2015-07-29,"250 Grand Concourse  Bronx, NY, 10451",Bronx,,N/A,Economic,81,513,513
"NBTY, Inc. and NBTY Manufacturing New York, Inc.",2015-07-31,2015-05-01,2015-05-01,"5100 & 7000 New Horizons Blvd  Amityville, NY, 11701",Suffolk,,N/A,Transfer of business to Nellson Nutraceutical LLC,1,214,214
"NCO Financial Systems, Inc. - Extended Office Services (EOS)",2015-07-27,2015-04-27,2015-04-27,"Two Huntington Quadrangle, Suite 3NO2  Melville, NY, 11747",Suffolk,,N/A,Economic,160,28,28
New York Life Insurance Company,2015-05-15,2015-01-13,2015-01-13,"51 Madison Avenue  New York, NY, 10010",New York,,N/A,Relocation of finance operations,4,29,29
New York Life Insurance Company,2015-12-31,2015-09-21,2015-09-21,"One Rockwood Road  Sleepy Hollow, NY, ",Westchester,,N/A,Relocation of Information Technology operations,2,5,5
New York Life Insurance Company - Information Technology Operations,2015-12-31,2015-09-21,2015-09-21,"51 Madison Avenue  New York, NY, 10010",New York,,N/A,Relocation of finance operations,2,3,3
New York Life Insurance Company - Information Technology Operations and Finance Operations,2016-02-05,2015-11-10,2015-11-10,"51 Madison Avenue  New York, NY, 10010",New York,,N/A,Relocation of finance operations,1,36,36
New York Life Insurance Company - Information Technology Operations and Finance Operations,2016-03-04,2015-11-10,2015-11-10,"One Rockwood Road  Sleepy Hollow, NY, ",Westchester,,N/A,Relocation of Information Technology operations,1,23,23
