Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"ArchCare, Inc. (St. Vincent de Paul Residence)",2012-03-19,2011-12-20,2011-12-20,"900 Intervale Avenue  Bronx, NY, 10459",Bronx,,N/A,Economic,5,1,1
"ArchCare, Inc. (St. Vincent de Paul Residence)",2012-01-13,2011-10-17,2011-10-17,"900 Intervale Avenue  Bronx, NY, 10459",Bronx,,N/A,Economic,53,6,6
"ArchCare, Inc. (St. Vincent de Paul Residence)",2011-10-26,2011-07-29,2011-07-29,"900 Intervale Avenue  Bronx, NY, 10459",Bronx,,N/A,Economic,105,4,4
"ArchCare, Inc. (St. Vincent de Paul Residence)",2011-05-27,2011-02-28,2011-02-28,"900 Intervale Avenue  Bronx, NY, 10459",Bronx,,N/A,Economic,251,85,85
Asia De Cuba Restaurant - Morgans Hotel Group,,2011-07-25,2011-07-25,"237 Madison Avenue  New York, NY, 10016",New York,,N/A,Economic,107,98,98
"Atlantic Detroit Diesel-Allison, LLC",,2011-08-05,2011-08-05,"3025 Veterans Memorial Highway  Ronkonkoma, NY, 11779",Suffolk,,N/A,Economic,103,24,24
Atlantis Health Plan,2011-09-12,2011-06-29,2011-06-29,"45 Broadway  New York, NY, 10006",New York,,N/A,Economic,124,4,4
Atlantis Health Plan,2011-07-15,2011-04-25,2011-04-25,"45 Broadway  New York, NY, 10006",New York,,N/A,Economic,229,9,9
Atlantis Health Plan,2011-05-18,2011-02-22,2011-02-22,"45 Broadway  New York, NY, 10006",New York,,N/A,Economic,264,25,25
"Aureon Biosciences, Inc.",,2011-10-05,2011-10-05,"28 Wells Avenue 4th Floor  Yonkers, NY, 10701",Westchester,,N/A,Economic,66,95,95
B D Stanhope LLC/Maritime Hotel,,2011-12-21,2011-12-21,"363  W 16th Street  New York, NY, 10011",New York,,N/A,Economic,4,216,216
Bank of America,2011-12-14,2011-09-29,2011-09-29,"1 Bryant Park  New York, NY, 10001",New York,,N/A,Economic,73,250,250
Bank of America,2011-11-30,2011-09-29,2011-09-29,"2 & 4 World Financial Center  New York, NY, 10080",New York,,N/A,Economic,74,33,33
Bank of America,2011-12-14,2011-09-29,2011-09-29,"222 Broadway  New York, NY, ",New York,,N/A,Economic,75,41,41
Bank of America (Home Loans Unit),,2011-05-03,2011-05-03,"90 East Avenue  Saratoga Springs, NY, 12866",Saratoga,,N/A,Economic,226,34,34
Bialystoker Center for Nursing and Rehabilitation,,2011-07-29,2011-07-29,"228 East Broadway  New York, NY, 10002",New York,,N/A,Economic,106,79,79
BLT Market  Restaurant at The Ritz-Carlton New York Central Park,,2011-09-30,2011-09-30,"50 Central Park South  New York, NY, 10019",New York,,N/A,Renovation and Restructuring,1,35,35
Brio Bravo Restaurant Group/Palisades Restaurant,,2011-09-20,2011-09-20,"4374 Palisades Center Drive  West Nyack, NY, 10994",Rockland,,N/A,Economic,81,74,74
Brooklyn Federal Savings Bank,2012-01-31,2011-11-04,2011-11-04,"81 Court Street  Brooklyn, NY, 11201",Kings,,N/A,Economic,48,29,29
Brooklyn Federal Savings Bank,2012-01-31,2011-11-04,2011-11-04,"1164 Wantagh Avenue  Wantagh, NY, 11793",Suffolk,,N/A,Economic,49,7,7
"Burke Supply a division of Imperial Bag & Paper Co., LLC.",,2011-09-01,2011-09-01,"63 Flushing Avenue, Unit 293-Brooklyn Navy Yard  Brooklyn, NY, 11205",Kings,,N/A,Economic,86,156,156
Capital One Bank,2011-12-04,2011-09-08,2011-09-08,"9025 Main Road  Mattituck, NY, 11952",Suffolk,,N/A,Economic,83,136,136
Capital One Bank,2011-10-02,2011-06-29,2011-06-29,"9025 Main Road  Mattituck, NY, 11952",Suffolk,,N/A,Economic,127,6,6
Cardinal Health (Presource Group),2011-10-14,2011-07-15,2011-07-15,"500 Neelytown Road  Montgomery, NY, 12549",Orange,,N/A,Economic,112,56,56
"CBA Insert Distribution System, Inc",,2011-10-06,2011-10-06,"4811 First Avenue  Brooklyn, NY, 11232",Kings,,N/A,Economic,60,312,312
"CC Retail, LLC/Ultimate Acquisition Partners, L.P. Ultimate Electronics Store",,2011-02-22,2011-02-22,"2001 Walden Avenue  Cheektowaga, NY, 14225",Erie,,N/A,Bankruptcy,28,36,36
"CC Retail, LLC/Ultimate Acquisition Partners, L.P. Ultimate Electronics Store",,2011-02-22,2011-02-22,"9090 Carousel Center Drive  Syracuse, NY, 13290",Onondaga,,N/A,Bankruptcy,29,31,31
"CC Retail. LLC/Ultimate Acquisition Partners, L.P. Ultimate Electronics Store",,2011-02-22,2011-02-22,"161 Washington Avenue Ext  Albany, NY, 12205",Albany,,N/A,Bankruptcy Chapter 11,1,34,34
Chapdelaine Credit Partners a division of Chapdelaine & CoWeyhauser,,2011-02-10,2011-02-10,"One Seaport Plaza  New York, NY, 10038",New York,,N/A,Economic,268,48,48
Charlie Palmer's Metrazur,,2011-05-27,2011-05-27,"404 Grand Central Terminal  East Balcony, NY, 10017",New York,,N/A,Economic,220,54,54
Citigroup Inc. and its NY Subsidiaries,2011-09-01,2011-12-09,2011-12-09,"Various locations in NYC  New York, NY, ",New York,,N/A,Economic,16,413,413
Classic Party Rentals,,2011-01-20,2011-01-20,"2350 Lafayette Avenue  Bronx, NY, 10473",Bronx,,N/A,Relocating to Secaucus NJ,1,60,60
Community General Hospital,,2011-04-04,2011-04-04,"4900 Broad Road  Syracuse, NY, 13215",Onondaga,,N/A,Sale of facility to SUNY Upstate University,1,"1,018","1,018"
Continuum Health Partners/Long Island Hospital SUNY Health Sciences Center,,2011-01-03,2011-01-03,"339 Hicks Street  New York, NY, 11201",New York,,N/A,Sale of hospital facility Purchased by SUNY,1,"2,458","2,458"
Contract Pharmaceuticals Limited Niagara,,2011-10-27,2011-10-27,"100 Forest Avenue  Buffalo, NY, 14213",Erie,,N/A,Economic,50,38,38
Contract Pharmaceuticals Limited Niagara  (Blowmolding Department),,2011-02-04,2011-02-04,"100 Forest Avenue  Buffalo, NY, 14213",Erie,,N/A,Economic,270,6,6
Contract Pharmaceuticals Limited Niagara (Manufacturing Operations),2011-11-30,2011-08-29,2011-08-29,"100 Forest Avenue  Buffalo, NY, 14213",Erie,,N/A,Economic,88,128,128
Contract Pharmaceuticals Limited Niagara  (Manufacturing),2011-09-16,2011-06-17,2011-06-17,"100 Forest Avenue  Buffalo, NY, 14213",Erie,,N/A,Economic,130,33,33
Crawford Furniture Manufacturing Corporation,,2011-11-14,2011-11-14,"1021 Allen Street Extension  Jamestown, NY, 14701",Chautauqua,,N/A,Economic,38,84,84
Credit Suisse Securities (USA) LLC,2011-11-28,2011-12-12,2011-12-12,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,1,49,49
Credit Suisse Securities (USA) LLC,2011-11-28,2011-11-15,2011-11-15,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,2,268,268
"Data Listing Services (Jamestown), LLC DBA: The Connection",,2011-01-06,2011-01-06,"240 North Avenue  Penn Yan, NY, 14527",Cattaraugus,,N/A,Economic,282,145,145
"Data Listing Services (Jamestown), LLC DBA: The Connection",2012-02-15,2011-11-18,2011-11-18,"1010 Wayne Street  Olean, NY, 14760",Cattaraugus,,N/A,Economic,35,32,32
"Data Listing Services (Jamestown), LLC DBA: The Connection",2011-08-04,2011-05-10,2011-05-10,"1010 Wayne Street  Olean, NY, 14760",Cattaraugus,,N/A,Economic,223,7,7
"Data Listing Services (Jamestown), LLC DBA: The Connection",2011-05-20,2011-02-17,2011-02-17,"1010 Wayne Street  Olean, NY, 14760",Cattaraugus,,N/A,Economic,267,164,164
Davis Vision Corporate Headquarters,2011-12-16,2011-09-20,2011-09-20,"159 Express Street  Plainview, NY, 11803",Nassau,,N/A,Economic,78,86,86
"DBX, Inc. subsidiary of The Dress Barn (Distribution Center)",2011-06-24,2011-03-28,2011-03-28,"30 Dunnigan Drive  Suffern, NY, 10901",Rockland,,N/A,Relocation,3,8,8
"DBX, Inc. subsidiary of The Dress Barn (Distribution Center)",2011-05-23,2011-02-23,2011-02-23,"30 Dunnigan Drive  Suffern, NY, 10901",Rockland,,N/A,Relocation,4,8,8
"DBX, Inc. subsidiary of The Dress Barn (Distribution Center)",2011-06-01,2011-02-23,2011-02-23,"30 Dunnigan Drive  Suffern, NY, 10901",Rockland,,N/A,Relocation,5,5,5
"DBX, Inc. subsidiary of The Dress Barn (Distribution Center)",2011-04-25,2011-01-25,2011-01-25,"30 Dunnigan Drive  Suffern, NY, 10901",Rockland,,N/A,Relocation,6,22,22
"Dolce International/Palisades, Inc.",2012-02-01,2011-11-02,2011-11-02,"334 Route 9W  Palisades, NY, 10964",Rockland,,N/A,Sale of company,1,110,110
Double Rock,2011-09-21,2011-06-28,2011-06-28,"1250 Broadway, 32nd Floor  New York, NY, 10001",New York,,N/A,Sale of portion of business,1,2,2
Double Rock,2011-04-04,2011-01-10,2011-01-10,"1250 Broadway, 32nd Floor  New York, NY, 10001",New York,,N/A,Sale of portion of business,2,70,70
"Downtown Bronx Medical Associates, P.C. @ Lincoln Medical and Mental Health Center",,2011-09-08,2011-09-08,"234 East 149th Street  Bronx, NY, 10451",Bronx,,N/A,Physician affiliate grp,1,374,374
Drew Hamilton Day Care Center (NYC Administration for Children's Services ACS),2011-09-22,2011-07-07,2011-07-07,"2672 Frederick Douglass Boulevard  NY, NY, 10030",New York,,N/A,Budget cutbacks,1,,
Eastman Kodak (Company Office),2012-01-29,2011-11-15,2011-11-15,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,36,7,7
Eastman Kodak (Company Office),2011-12-27,2011-10-06,2011-10-06,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,61,2,2
Eastman Kodak (Company Office),2011-09-26,2011-07-11,2011-07-11,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,114,4,4
Eastman Kodak (Company Office),2011-04-04,2011-01-18,2011-01-18,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,281,1,1
Eastman Kodak Company - Kodak Manitou,2012-01-29,2011-11-15,2011-11-15,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,37,4,4
Eastman Kodak Company - Kodak Research Labs,2011-12-27,2011-10-06,2011-10-06,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,62,3,3
Eastman Kodak Company - Kodak Research Labs,2011-09-26,2011-07-11,2011-07-11,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,115,8,8
Eastman Kodak Company (Eastman Park),2011-12-27,2011-10-06,2011-10-06,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,63,5,5
Eastman Kodak Company (Eastman Park),2011-08-29,2011-06-08,2011-06-08,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,135,11,11
Eastman Kodak Company (Eastman Park),2011-08-17,2011-06-01,2011-06-01,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,162,42,42
"EmblemHealth Services Company, LLC (Behavioral Health Operating Unit)",2011-09-30,2011-06-30,2011-06-30,"55 Water Street  New York, NY, 10041",New York,,N/A,Economic,122,32,32
"ESPN Magazine, LLC/ESPN Productions, Inc./ESPN Technology Services, Inc.",2011-07-29,2011-03-28,2011-03-28,"19 E. 34th Street  New York, NY, 10016",New York,,N/A,Relocation,2,47,47
"ESPN Productions, Inc. (Global X Operations)",2011-08-31,2011-05-26,2011-05-26,"19 E. 34th Street  New York, NY, 10016",New York,,N/A,Relocation,1,3,3
Eurest Services-various Home Depot sites in NY,,2011-02-07,2011-02-07,"955 Chesterbrook Blvd  Wayne, PA, 19087",Albany,,N/A,Non renewal of contract,2,92,92
"Expedi Printing, Inc.",,2011-07-05,2011-07-05,"1300 Metropolitan Avenue  Brooklyn, NY, 11237",Kings,,N/A,Economic,119,116,116
Family Care Services Meals on Wheels,2011-11-12,2011-08-16,2011-08-16,"45-18 Court Square, Suite 501  Long Island City, NY, 11801",Queens,,N/A,Non renewal of contract,1,77,77
"Finch Paper, LLC",,2011-09-30,2011-09-30,"Northeastern Industrial Park, Building 5  Guilderland Center, NY, 12085",Albany,,N/A,Economic,70,25,25
Flextronics America's LLC (Working at various Verizon wireless retail stores-5th Avenue),2011-08-31,2011-06-01,2011-06-01,"139 5th Avenue  New York, NY, 10010",New York,,N/A,Economic,174,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores-57 West 57th Street),2011-08-31,2011-06-01,2011-06-01,"57 West 57th Street  New York, NY, 10019",New York,,N/A,Economic,175,11,11
Flextronics America's LLC (Working at various Verizon wireless retail stores-134 W. 34th Street),2011-08-31,2011-06-01,2011-06-01,"134 W. 34th Street  New York, NY, 10001",New York,,N/A,Economic,176,15,15
Flextronics America's LLC (Working at various Verizon wireless retail stores-444 Rte. 211E),2011-08-31,2011-06-01,2011-06-01,"444 Rte. 211E  Middletown, NY, 10940",Orange,,N/A,Economic,193,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores-859 Broadway),2011-08-31,2011-06-01,2011-06-01,"859 Broadway  New York, NY, 10003",New York,,N/A,Economic,177,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores-1095 Avenue of the Americas),2011-08-31,2011-06-01,2011-06-01,"1095 Avenue of the Americas  New York, NY, 10036",New York,,N/A,Economic,178,11,11
Flextronics America's LLC (Working at various Verizon wireless retail stores-2268 Broadway),2011-08-31,2011-06-01,2011-06-01,"2268 Broadway  New York, NY, 10024",New York,,N/A,Economic,179,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores-Atlantic Terminal Verizon Wireless),2011-08-31,2011-06-01,2011-06-01,"Atlantic Terminal Verizon Wireless Retail Store 139 Flatbush Avenue  Brooklyn, NY, 11217",Kings,,N/A,Economic,160,7,7
Flextronics America's LLC (Working at various Verizon wireless retail stores-Bay Plaza Verizon Wireless),2011-08-31,2011-06-01,2011-06-01,"Bay Plaza Verizon Wireless Retail Store 2266 Bartow Avenue  Bronx, NY, 10475",Bronx,,N/A,Economic,142,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores-Bay Ridge Verizon Wireless),2011-08-31,2011-06-01,2011-06-01,"Bay Ridge Verizon Wireless Retail Store 8524 5th Avenue  Brooklyn, NY, 11209",Kings,,N/A,Economic,161,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores-Broadway),2011-08-31,2011-06-01,2011-06-01,"Broadway  New York, NY, 10012",New York,,N/A,Economic,180,4,4
Flextronics America's LLC (Working at various Verizon wireless retail stores-Commercial Drive),2011-08-31,2011-06-01,2011-06-01,"Commercial Drive  New Hartford, NY, 13413",Oneida,,N/A,Economic,186,7,7
"Flextronics America's LLC (Working at various Verizon wireless retail stores-Crystal Run Xing, Galleria @ Crystall Run)",2011-08-31,2011-06-01,2011-06-01,"Crystal Run Xing, Galleria @ Crystall Run  Middletown, NY, 10941",Orange,,N/A,Economic,194,3,3
Flextronics America's LLC (Working at various Verizon wireless retail stores-E. 85th Street),2011-08-31,2011-06-01,2011-06-01,"157 E. 85th Street, Ste. 161  New York, NY, 10028",New York,,N/A,Economic,181,11,11
Flextronics America's LLC (Working at various Verizon wireless retail stores-Fordam Verizon Wireless Retail Store),2011-08-31,2011-06-01,2011-06-01,"Fordam Verizon Wireless Retail Store 153 East Fordham Road  Bronx, NY, 10468",Bronx,,N/A,Economic,143,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores-Greece Ridge Ctr Dr),2011-08-31,2011-06-01,2011-06-01,"Greece Ridge Center Drive  Rochester, NY, 14626",Monroe,,N/A,Economic,163,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores-Hylan Blvd.),2011-08-31,2011-06-01,2011-06-01,"2502 Hylan Boulevard  Staten Island, NY, 10306",Richmond,,N/A,Economic,201,5,5
Flextronics America's LLC (Working at various Verizon wireless retail stores-Jefferson Road),2011-08-31,2011-06-01,2011-06-01,"Jefferson Road  Rochester, NY, 14623",Monroe,,N/A,Economic,164,12,12
Flextronics America's LLC (Working at various Verizon wireless retail stores-Madison Avenue),2011-08-31,2011-06-01,2011-06-01,"Madison Avenue  New York, NY, 10017",New York,,N/A,Economic,182,11,11
Flextronics America's LLC (Working at various Verizon wireless retail stores-Monroe Ave.),2011-08-31,2011-06-01,2011-06-01,"Monroe Avenue, Building 4  Rochester, NY, 14618",Monroe,,N/A,Economic,165,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores-Niagara Falls Blvd Verizon),2011-08-31,2011-06-01,2011-06-01,"Niagara Falls Blvd Verizon , 1703 Niagara Falls Blvd  Buffalo, NY, 14228",Erie,,N/A,Economic,152,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores-Richmond Ave.),2011-08-31,2011-06-01,2011-06-01,"Richmond Avenue  Staten Island, NY, 10314",Richmond,,N/A,Economic,202,12,12
Flextronics America's LLC (Working at various Verizon wireless retail stores-Salmon Run Mall),2011-08-31,2011-06-01,2011-06-01,"21182 Salmon Run Mall Loop W.  Watertown, NY, 13601",Jefferson,,N/A,Economic,158,5,5
Flextronics America's LLC (Working at various Verizon wireless retail stores-Seneca Turnpike),2011-08-31,2011-06-01,2011-06-01,"Seneca Turnpike  New Hartford, NY, 13413",Oneida,,N/A,Economic,187,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores-Southtown Verizon),2011-08-31,2011-06-01,2011-06-01,"Southtown Verizon, 4154 McKinley Pkway  Buffalo, NY, 14219",Erie,,N/A,Economic,153,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores-Third Avenue),2011-08-31,2011-06-01,2011-06-01,"981 3rd Avenue  New York, NY, 10022",New York,,N/A,Economic,183,14,14
Flextronics America's LLC (Working at various Verizon wireless retail stores-Town Center Drive),2011-08-31,2011-06-01,2011-06-01,"21882 Town Center Drive, Rte. 3  Watertown, NY, 13601",Jefferson,,N/A,Economic,159,5,5
Flextronics America's LLC (Working at various Verizon wireless retail stores-Transit Road),2011-08-31,2011-06-01,2011-06-01,"Transit Road, 6733 Transit Road  Buffalo, NY, 14219",Erie,,N/A,Economic,154,7,7
Flextronics America's LLC (Working at various Verizon wireless retail stores-Wall Street),2011-08-31,2011-06-01,2011-06-01,"Wail Street  New York, NY, 10005",New York,,N/A,Economic,184,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores-West Ridge Road),2011-08-31,2011-06-01,2011-06-01,"West Ridge Road  Rochester, NY, 14616",Monroe,,N/A,Economic,166,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"1 Smith Haven Mall  Lake Grove, NY, 11755",Suffolk,,N/A,Economic,209,19,19
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"43 Sunrise Highway  Patchogue, NY, 11772",Suffolk,,N/A,Economic,210,4,4
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"49 Old Country Road  Westbury, NY, 11590",Nassau,,N/A,Economic,168,12,12
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"265 Sunrise Highway  Rockville Centre, NY, 11570",Nassau,,N/A,Economic,169,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"335 North Broadway  Jericho, NY, 11753",Nassau,,N/A,Economic,170,15,15
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"600 N. Greenbush Road  Rensselaer, NY, 12144",Rensselaer,,N/A,Economic,200,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"635 Harry L Dr  Johnson City, NY, 13790",Broome,,N/A,Economic,144,3,3
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"1530 Northern Boulevard  Manhasset, NY, 11030",Nassau,,N/A,Economic,171,11,11
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"1839 South Road  Poughkeepsie, NY, 12950",Dutchess,,N/A,Economic,150,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"5060 Xavier Drive  Yonkers, NY, 11590",Westchester,,N/A,Economic,215,4,4
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"5070 Sunrise Highway  Massapequa Park, NY, 11762",Nassau,,N/A,Economic,172,17,17
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Balltown Road  Schenectady, NY, 12304",Schenectady,,N/A,Economic,208,6,6
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Batavia Verizon Wireless Retail Store 8351 Lewiston Road  Batavia, NY, 14020",Genesee,,N/A,Economic,156,5,5
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Bayside Verizon Wireless Retail Store 23-70 Bell Blvd  Bayside, NY, 11360",Queens,,N/A,Economic,197,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Boston Post Road  Port Chester, NY, 10573",Westchester,,N/A,Economic,216,5,5
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Camillus Verizon, 5301 W. Genesee Street  Camillus, NY, 13031",Onondaga,,N/A,Economic,188,4,4
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Cicero Verizon, Brewerton Road  Cicero, NY, 13039",Onondaga,,N/A,Economic,189,3,3
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Clifton Park, NY 15 park Aven, Shoppers World Plaza  Clifton Park, NY, 12065",Saratoga,,N/A,Economic,205,3,3
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Consumer Square  Plattsburgh, NY, 12901",Clinton,,N/A,Economic,149,4,4
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Consumer Square, 830 County Road 64, Big Flats  Elmira, NY, 14903",Chemung,,N/A,Economic,148,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"East Main Street  Mohegan Lake, NY, 10547",Westchester,,N/A,Economic,217,9,9
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"East North Port Verizon, 4000 Jericho Turnpike  East North Port, NY, 11731",Saratoga,,N/A,Economic,206,8,8
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Erie Boulevard  East Syracuse, NY, 13214",Onondaga,,N/A,Economic,190,7,7
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Fairgrounds Memorial Pkway, Ste 100  Ithaca, NY, 14850",Tompkins,,N/A,Economic,212,7,7
Flextronics America's LLC (Working at various Verizon wireless retail stores),2011-08-31,2011-06-01,2011-06-01,"Fairmount Avenue  Jamestown, NY, 14701",Chautauqua,,N/A,Economic,147,5,5
