Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Health Insurance Plan of Greater New York Claims and Customer Service Departments,2008-01-18,2007-11-20,2007-11-20,"55 Water Street  New York, NY, 10041",New York,,N/A,Economic,6,260,260
Health Partners of New York LLC,2007-10-31,2007-09-06,2007-09-06,"125 Baylis Road, Suite 140  Melville, NY, 11747",Suffolk,,N/A,Economic,21,58,58
Holiday Inn - JFK Airport,2007-03-23,2007-03-19,2007-03-19,"144-02 135th Avenue  Jamaica, NY, 11436",Queens,,N/A,Sale,2,205,205
"HP Hood LLC, Crowley Foods, Albany Division",2007-04-28,2007-03-01,2007-03-01,"55 Commerce Avenue  Albany, NY, ",Albany,,N/A,Economic,58,78,78
"Hydro Aluminum North America, Inc. - Casthouse Facility",2007-09-14,2007-07-16,2007-07-16,"9 Aluminum Drive  Ellenville, NY, 12428",Ulster,,N/A,Economic Possible sale of plant,1,53,53
"Hydro Aluminum North America, Inc. - Extrusion",2007-05-14,2007-03-05,2007-03-05,"9 Aluminum Drive  Ellenville, NY, 12428",Ulster,,N/A,Economic,57,246,246
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Albany,,N/A,Loss of contract to provide services,1,6,6
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Broome,,N/A,Loss of contract to provide services,2,4,4
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Cortland,,N/A,Loss of contract to provide services,3,6,6
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Erie,,N/A,Loss of contract to provide services,4,3,3
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Essex,,N/A,Loss of contract to provide services,5,3,3
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Monroe,,N/A,Loss of contract to provide services,6,4,4
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",New York,,N/A,Loss of contract to provide services,7,5,5
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Rockland,,N/A,Loss of contract to provide services,8,5,5
"Ideal Merchandising Division of DDP Holdings, Inc.",2008-01-30,2007-12-11,2007-12-11,"441 Apollo Beach Boulevard  Apollo Beach, FL, 33572",Suffolk,,N/A,Loss of contract to provide services,9,1,1
"IHMS, LLC dba The Pierre",2007-12-29,2007-10-31,2007-10-31,"2 East 61st Street  New York, NY, ",New York,,N/A,Hotel building undergoing renovations,1,268,268
IMS,2008-03-15,2007-11-27,2007-11-27,"100 Walnut Street #1  Champlain, NY, 12919",Clinton,,N/A,Economic,5,8,8
"Interboro Institute, Inc. (Flushing Campus)",2007-12-21,2007-12-21,2007-12-21,"135-27 38th Avenue  Flushing, NY, 11354",Queens,,N/A,Economic,4,52,52
"Interboro Institute, Inc. (Main Campus)",2007-12-21,2007-12-21,2007-12-21,"450 W. 56th Street  New York, NY, 10019",New York,,N/A,Economic,2,191,191
"Interboro Institute, Inc. (Washington Heights Campus)",2007-12-21,2007-12-21,2007-12-21,"260 Audobon Avenue  New York, NY, 10033",New York,,N/A,Economic,3,51,51
International Paper,2007-09-12,2007-07-17,2007-07-17,"294 Gambee Road  Geneva, NY, 14456",Ontario,,N/A,Continuing decline of box demand in upstate NY,1,74,74
IWCO Direct,2007-10-17,2007-10-22,2007-10-22,"40 Daniels Street  Farmingdale, NY, 11735",Nassau,,N/A,Consolidation,1,183,183
IWCO Direct,2007-10-17,2007-10-22,2007-10-22,"70 Marcus Drive  Melville, NY, ",Suffolk,,N/A,Consolidation,2,35,35
IWCO Direct,2007-10-17,2007-10-22,2007-10-22,"75 Marcus Drive  Melville, NY, ",Suffolk,,N/A,Consolidation,3,12,12
"KeyCorp and U.S.B. Holdings Co., Inc. (U.S.B.),  the holding company of Union State Bank",2008-01-01,2007-11-01,2007-11-01,"100 Dutch Hill Road  Orangeburg, NY, 10962",Rockland,,N/A,Acquisition of USB by KeyCorp,1,184,184
Kmart,2007-12-20,2007-10-19,2007-10-19,"1701 Niagara Falls Boulevard  Amherst, NY, 14228",Erie,,N/A,Economic,12,94,94
"Konica Minolta Graphic Imaging U.S.A., Inc.",2007-05-04,2007-03-06,2007-03-06,"71 Charles Street  Glen Cove, NY, 11542",Nassau,,N/A,Economic,54,283,283
"La Cite Associates, LLC, a wholly owned subsidiary of The Smith & Wollensky Restaurant Group, Inc.",2007-03-31,2007-02-01,2007-02-01,"120 West 51st Street  New York, NY, 10020",New York,,N/A,Financial considerations,1,120,120
"Liz Claiborne, Inc.",2007-09-10,2007-07-12,2007-07-12,"650 Fifth Avenue  New York, NY, 10022",New York,,N/A,Economic,28,46,46
M&T Bank Corporation,2007-12-31,2007-10-05,2007-10-05,"2 Ellinwood Drive  New Hartford, NY, 13413",Oneida,,N/A,Merging Partners Trust Financial Group Inc w M T,2,126,126
M&T Bank Corporation,2007-12-31,2007-10-05,2007-10-05,"56-68 Exchange Street  Binghamton, NY, 13901",Broome,,N/A,Merging Partners Trust Financial Group Inc w M T,1,97,97
M&T Bank Corporation,2007-12-31,2007-10-05,2007-10-05,"233 Genesee Street  Utica, NY, 13501",Oneida,,N/A,Merging Partners Trust Financial Group Inc w M T,3,80,80
M&T Bank Corporation,2007-12-31,2007-10-05,2007-10-05,"431 East Fayette Street  Syracuse, NY, 13202",Onondaga,,N/A,Merging Partners Trust Financial Group Inc w M T,4,42,42
MAXjet Airways,2007-12-24,2007-12-27,2007-12-27,"Terminal 4 JFKIAT, JFK International Airport  Jamaica, NY, 11430",Queens,,N/A,Economic,1,110,110
"May Kwan Si, Inc. (Ollies Noodle Shop)",2007-04-30,2007-04-30,2007-04-30,"200B W. 44th Street  New York, NY, 10036",New York,,N/A,Loss of lease,1,75,75
"McNaughton Apparel Group, Inc. (wholly owned subsidiary of Jones Apparel Group, Inc.)",2007-07-16,2007-05-04,2007-05-04,"498 7th Avenue  New York, NY, 10018",New York,,N/A,Economic,38,86,86
"McNaughton Apparel Group, Inc. (wholly owned subsidiary of Jones Apparel Group, Inc.)",2007-11-19,2007-09-19,2007-09-19,"1407 Broadway  New York, NY, 10018",New York,,N/A,Economic,19,48,48
MedAvant Healthcare Solutions,2008-01-15,2007-11-15,2007-11-15,"419 East Main Street  Middletown, NY, 10940",Orange,,N/A,Pending sale to Coalition America,1,20,20
"Mobius Management Systems, Inc.",2007-08-14,2007-06-18,2007-06-18,"120 Old Post Road  Rye, NY, 10580",Westchester,,N/A,Allen Systems Group Inc ASG has acquired Mobius,1,184,184
Moore Wallace Albany an RR Donnelley Company,2007-07-21,2007-05-21,2007-05-21,"120 Industrial Park Boulevard  Albany, NY, 12206",Albany,,N/A,Consolidating operations,1,74,74
NBC Universal,,2007-12-31,2007-12-31,"30 Rockefeller Plaza  New York, NY, 10112",New York,,N/A,Writer s Guild of America WGA strike,1,489,489
New Century Financial Corporation,2007-04-02,2007-04-06,2007-04-06,"2 Bluehill Plaza, 1st Floor  Pearl River, NY, 10965",Rockland,,N/A,Economic,44,50,50
New Century Financial Corporation,2007-04-02,2007-04-06,2007-04-06,"2 Huntington Quadrangle, Suites 1S01 & 1S04  Melville, NY, 11747",Suffolk,,N/A,Economic,45,50,50
New Century Financial Corporation,2007-04-02,2007-04-06,2007-04-06,"445 Broadhollow Road, Suite 319  Melville, NY, 11747",Suffolk,,N/A,Economic,46,40,40
"New York Periodicals Distributors, Inc.",2007-06-27,2007-05-01,2007-05-01,"22 Depot Street  Potsdam, NY, 13676",St Lawrence,,N/A,Sale to Hudson RPM Distributors LLC,2,22,22
"New York Periodicals Distributors, Inc.",2007-06-27,2007-05-01,2007-05-01,"105 Kuhn Road  Syracuse, NY, 13208",Onondaga,,N/A,Sale to Hudson RPM Distributors LLC,1,105,105
"Nomura Holding America, Inc.",2007-09-25,2007-08-16,2007-08-16,"2 World Financial Center, Building B  New York, NY, 10281",New York,,N/A,Economic company reorganizing,1,57,57
Oneida Ltd. (distribution facility),2007-05-14,2007-03-14,2007-03-14,"100 Highbridge Road  Sherrill, NY, 13461",Oneida,,N/A,Due to closing of Manufacturing facility,1,46,46
Oneida Ltd. (distribution facility),2007-05-14,2007-03-14,2007-03-14,"East Seneca Street  Sherrill, NY, 13461",Oneida,,N/A,Due to closing of Manufacturing facility,2,64,64
"Outsourcing Solutions, Inc. (OSI) - North Shore Agency (NSA)",2007-04-30,2007-04-16,2007-04-16,"751 Summa Avenue  Westbury, NY, 11590",Nassau,,N/A,Relocation to new location in Melville NY,1,43,43
Owens Corning,2007-12-31,2007-10-31,2007-10-31,"1277 Feura Bush Road  Feura Bush, NY, 12067",Albany,,N/A,Economic problems related to national housing mkt,1,136,136
PetSmart,2007-05-04,2007-03-06,2007-03-06,"1989 Transit Way and 1901 Transit Way  Brockport, NY, 14420",Monroe,,N/A,Economic,53,250,250
Pfizer,2007-03-31,2007-02-01,2007-02-01,"630 Flushing Avenue  Brooklyn, NY, 11206",New York,,N/A,Economic,68,90,90
Philips Electronics North America Corporation,2007-12-31,2007-10-05,2007-10-05,"1251 Avenue of the Americas, 20th Floor  New York, NY, 10020",New York,,N/A,Relocating to Andover Massachusetts,1,52,52
Photocircuits Corporation,2007-03-09,2007-03-06,2007-03-06,"31 and 45 Sea Cliff Avenue  Glen Cove, NY, ",Nassau,,N/A,Economic,55,722,722
"PLVTZ, Inc. Levitz, Inc.",2008-01-09,2007-11-09,2007-11-09,"233 Broadway  New York, NY, 10279",New York,,N/A,Economic possible Bankruptcy Court disapproval,2,83,83
"PLVTZ, Inc. Levitz, Inc.",2008-01-09,2007-11-09,2007-11-09,"300 Crossways Park Drive  Woodbury, NY, 11797",Nassau,,N/A,Economic possible Bankruptcy Court disapproval,1,57,57
PricewaterhouseCoopers LLP,2007-05-31,2007-03-12,2007-03-12,"One Lincoln Center  Syracuse, NY, 13202",Onondaga,,N/A,Economic,52,86,86
"Princeton Laundry, Inc.",2007-03-31,2007-02-01,2007-02-01,"781 East 133rd Street  Bronx, NY, 10454",Bronx,,N/A,Relocating to Patterson New Jersey,1,169,169
"ProFoods Restaurant Supply, Inc. (subsidiary of BJ's Wholesale Club, Inc.)",2007-01-09,2007-01-09,2007-01-09,"53-01 11th Street  Long Island City, NY, 11101",Queens,,N/A,Economic,71,64,64
"ProFoods Restaurant Supply, Inc. (subsidiary of BJ's Wholesale Club, Inc.)",2007-01-09,2007-01-09,2007-01-09,"711 Brush Avenue  Bronx, NY, 10465",Bronx,,N/A,Economic,70,67,67
"Prudential Financial, Inc. - Prudential Equity Group (PEG)",2007-08-14,2007-06-07,2007-06-07,"One New York Plaza, 13th Floor  New York, NY, ",New York,,N/A,Economic,32,295,295
PT Petro Corp and Getty Terminals Corp.,2007-05-31,2007-03-30,2007-03-30,"1 Bay Boulevard  Lawrence, NY, 11559",Suffolk,,N/A,Economic,50,7,7
PT Petro Corp and Getty Terminals Corp.,2007-05-31,2007-03-30,2007-03-30,"49 Riverside Drive  Rensselaer, NY, 12144",Rensselaer,,N/A,Economic,49,11,11
PT Petro Corp and Getty Terminals Corp.,2007-05-31,2007-03-30,2007-03-30,"3023 Greenpoint Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic,48,13,13
PT Petro Corp and Getty Terminals Corp.,2007-05-31,2007-03-30,2007-03-30,"4301 Boston Post Rd.  Bronx, NY, 10466",Bronx,,N/A,Economic,47,9,9
"Quality Jamestown Warehouse, a division of Penn Traffic Company",2007-03-26,2007-02-01,2007-02-01,"101 Jackson Avenue, W.E.  Jamestown, NY, ",Chautauqua,,N/A,Economic,67,58,58
Rose Associates Town & Village LLC,2007-03-31,2007-02-01,2007-02-01,"317 Avenue C  New York, NY, 10010",New York,,N/A,Sale of the Peter Cooper Village Stuyvesant Town,1,196,196
Servisair,2007-10-31,2007-09-05,2007-09-05,"John F. Kennedy Airport, Building 151  Jamaica, NY, 11430",Queens,,N/A,Non Renewal by British Airways of Building Maintenance,1,150,150
Servisair LLC,2008-01-31,2007-12-03,2007-12-03,"John F. Kennedy Airport, Bldg. #151, Suite 310B  Jamaica, NY, 11430",Queens,,N/A,Non Renewal by Terminal One Group Assoc Contract,1,405,405
Smurfit-Stone Container Corporation,2007-11-04,2007-09-17,2007-09-17,"7393 Shawnee Road  North Tonawanda, NY, 14120",Niagara,,N/A,Convert Plant into joint venture,1,101,101
Sodexo,2007-11-30,2007-10-22,2007-10-22,"90 Merrick Avenue, Suite 210  East Meadow, NY, 11554",Nassau,,N/A,Bon Secours Health Systems Inc no longer using,1,84,84
SONY BMG Studios,2007-08-15,2007-06-14,2007-06-14,"460 West 54th Street  New York, NY, 10019",New York,,N/A,Economic,31,137,137
Southern Wine & Spirits of New York (inVision division),2008-02-04,2007-12-06,2007-12-06,"345 Underhill Boulevard  Syosset, NY, 11791",Nassau,,N/A,Outsourcing services to another agency,1,118,118
